State,Room Size,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024,3/31/2024,4/30/2024,5/31/2024,6/30/2024,7/31/2024,8/31/2024,9/30/2024,10/31/2024,11/30/2024,12/31/2024,1/31/2025,2/28/2025
Washington,2bedroom,347812.3158,349129.0233,350739.7136,352612.6468,354655.5784,356585.241,358550.1882,360870.6561,363569.2432,366548.8026,369588.6549,372874.0273,373978.0504,375370.1798,377033.532,378939.0167,380999.2567,382941.7934,384911.975,387220.5171,389890.6505,392926.602,395913.6416,399136.3793,400243.4031,401628.278,403275.285,405156.0145,407185.9972,409101.1866,411043.047,413312.9414,415933.9197,418999.8415,421922.6535,425075.0011,426172.2733,427540.1311,429163.6118,431014.6741,433011.2355,434896.568,436808.5311,439040.036,441613.8661,444703.602,447566.7837,450654.3806,451741.2072,453092.4147,454693.6741,456517.2384,458483.1215,460341.0874,462225.7655,464422.5234,466953.8923,470064.4253,472874.1649
Massachusetts,2bedroom,343416.8251,344128.9353,344924.2124,345538.9621,346378.6817,347456.9913,348723.4338,349924.0548,351171.2564,352800.4872,354667.1848,356836.0124,357481.6277,358218.4184,359035.0825,359671.0233,360527.7344,361617.3887,362892.186,364099.0575,365352.2925,366982.1859,368846.258,371008.6691,371656.1369,372394.3057,373212.1829,373849.4225,374707.1529,375797.4074,377072.6058,378279.7468,379533.2758,381163.032,383026.7112,385188.4252,385835.938,386574.1288,387392.0292,388029.3124,388887.0731,389977.3307,391252.5225,392459.652,393713.1773,395342.8967,397206.5209,399368.1565,400015.6585,400753.8388,401571.7307,402209.0089,403066.7648,404157.0164,405432.2024,406639.3265,407892.8477,409522.5607,411386.1775
Indiana,2bedroom,98165.01059,98164.38514,98010.19441,97913.38776,97862.13144,97861.10015,97913.25222,98009.90664,98243.65961,98705.19086,99357.27404,100025.1117,100518.3038,100693.4087,100639.36,100618.5244,100610.0097,100618.6204,100652.905,100742.4318,101003.1412,101538.6961,102275.0797,103028.9461,103613.4699,103847.8027,103832.8052,103842.4817,103854.6978,103874.8215,103913.0101,104007.2284,104278.6106,104833.7788,105591.1614,106365.7634,106971.6315,107220.1459,107214.7546,107231.9738,107249.459,107272.7382,107312.3409,107408.0251,107682.0393,108241.6462,109003.6989,109782.8669,110393.39,110645.0209,110641.7581,110660.6509,110679.3149,110703.3147,110743.2606,110839.2903,111113.8882,111674.4529,112437.5075
Arizona,2bedroom,228401.2754,229537.7078,230859.5864,232280.9284,233862.5107,235261.5402,236766.657,238315.6311,240161.1387,241913.5172,243640.8524,245577.2241,246704.4266,247877.6825,249218.6576,250644.7749,252212.3334,253614.8119,255111.0756,256646.2508,258446.9303,260166.0064,261862.3889,263747.9989,264873.6684,266041.512,267370.1447,268778.55,270320.1542,271708.7463,273186.0254,274701.0707,276465.4625,278156.0876,279826.4903,281675.8714,282794.1534,283953.183,285269.7501,286663.6426,288186.5837,289563.8342,291027.288,292528.2202,294269.6415,295942.0285,297595.8444,299423.036,300535.7013,301688.4736,302997.0856,304381.7647,305893.2507,307263.3065,308718.2448,310210.577,311938.4375,313600.0126,315244.0087
Tennessee,2bedroom,142872.7133,143991.974,145133.2372,146288.3143,147408.3064,148492.3722,149560.8177,150618.226,151694.1553,152759.7472,153806.4296,154812.3907,155824.0464,156840.9811,157853.2353,158863.2903,159883.7522,160914.2811,161948.9619,162986.5013,164018.7326,165052.1536,166076.1698,167110.3031,168154.22,169198.8605,170246.0854,171295.4711,172342.8776,173387.8286,174431.5482,175474.343,176518.3176,177560.3434,178590.3767,179616.6854,180651.6644,181688.6073,182726.1566,183764.6796,184804.5958,185845.466,186886.5705,187927.7803,188968.4035,190007.9324,191036.1734,192064.4583,193101.7168,194140.6014,195180.6311,196221.9576,197263.7591,198305.5864,199347.2489,200388.7363,201430.118,202470.1727,203498.7478
Missouri,2bedroom,106286.5189,106639.1006,106977.6186,107314.4145,107670.4675,108016.452,108356.2886,108685.3511,109012.2106,109348.9115,109659.1967,109973.369,110280.9748,110586.919,110891.941,111194.7657,111495.1623,111792.0922,112085.4304,112375.0898,112661.6319,112955.0495,113235.2554,113514.7115,113792.2171,114067.9411,114341.0136,114612.8857,114887.5852,115158.3455,115425.8377,115689.0394,115950.1092,116219.4352,116473.6493,116728.7953,116981.7884,117233.736,117484.0763,117733.6943,117985.7425,118234.5948,118480.7466,118723.3494,118964.2251,119213.6681,119448.9585,119685.4041,119920.287,120154.5125,120387.4442,120620.0691,120855.7044,121088.4822,121318.922,121546.1291,121771.9825,122006.785,122227.6754
Maryland,2bedroom,212113.4086,212203.2007,212487.1629,212809.4942,213212.6351,213566.0748,213980.128,214332.2864,214778.0662,215379.5941,215799.7024,216493.7329,216478.2554,216560.8169,216836.2408,217151.021,217547.2001,217896.81,218308.6456,218662.7168,219112.2215,219881.4374,220285.9375,220961.8311,220942.3868,221021.2106,221291.2671,221601.3156,221993.0484,222340.9946,222752.5035,223110.052,223564.6121,224497.7258,224888.232,225547.5534,225525.166,225601.1692,225866.7358,226172.8318,226560.8187,226907.6549,227319.2947,227680.6135,228140.4305,229232.7981,229610.0142,230253.5142,230228.4946,230301.9599,230563.348,230865.7674,231250.2605,231596.1439,232008.0207,232373.0936,232838.0952,234084.9757,234449.3725
Wisconsin,2bedroom,150261.106,150802.6468,151337.7277,151866.0128,152389.4693,152915.1613,153434.9189,153959.5008,154484.4819,155045.2587,155551.3529,156067.635,156581.7519,157092.2439,157597.0957,158097.6725,158597.6113,159095.0403,159591.9712,160089.9448,160587.4013,161109.2988,161583.2415,162055.9541,162532.43,163007.1904,163476.8583,163942.6103,164407.8978,164871.7768,165335.181,165800.6084,166266.1893,166757.9673,167201.6407,167645.8286,168093.6959,168540.1765,168982.0277,169420.4376,169858.8686,170296.2712,170733.6841,171173.497,171613.8649,172080.7098,172499.9225,172919.916,173344.0395,173767.1765,174186.0633,174601.8797,175018.0801,175433.6194,175849.5186,176268.1723,176687.7265,177134.1096,177533.1862
Minnesota,2bedroom,208673.641,209663.454,210603.7208,211537.5172,212482.6425,213409.4295,214337.0592,215263.5797,216197.9828,217153.7046,218052.9958,218936.2853,219807.8656,220670.708,221537.5206,222401.6373,223260.1287,224116.3377,224970.3984,225827.7697,226687.2922,227557.5632,228400.8231,229246.8067,230077.6797,230896.9573,231712.8285,232526.4825,233338.253,234146.2389,234953.5718,235764.5197,236579.513,237407.8979,238205.5678,239003.934,239788.6486,240563.1251,241336.2522,242107.9603,242878.0515,243645.4401,244412.7687,245184.4794,245960.7371,246750.7555,247511.4194,248273.8611,249023.168,249762.7566,250501.3923,251239.1924,251976.0309,252710.681,253445.8508,254185.9436,254931.1546,255690.7075,256421.319
Colorado,2bedroom,326361.4655,326775.9583,327464.5671,328266.0398,329187.694,330105.8705,330921.363,331712.9129,332710.3816,333978.3689,335112.7594,336334.4729,337171.8425,337591.7331,338284.5111,339089.3416,340013.5093,340934.0843,341752.2177,342546.3457,343544.6041,344811.7253,345946.0169,347167.0749,348004.5327,348424.5398,349117.4086,349922.3125,350846.5358,351767.1633,352585.3534,353379.5363,354377.8132,355644.9194,356779.211,358000.2576,358837.7186,359257.7293,359950.601,360755.5073,361679.7324,362600.3617,363418.5534,364212.7379,365211.0156,366478.1219,367612.4138,368833.4604,369670.9217,370090.9327,370783.8045,371588.711,372512.9363,373433.5657,374251.7575,375045.9421,376044.2199,377311.3262,378445.6182
Alabama,2bedroom,87941.95351,88766.90215,89560.53763,90372.40545,91192.17478,92008.37473,92793.1911,93550.21642,94294.3494,95018.54989,95722.19219,96379.273,97042.65005,97707.82364,98384.3078,99055.19752,99725.21838,100402.9834,101089.3694,101784.5685,102480.9234,103186.9517,103883.1456,104588.6739,105300.3983,106011.3379,106721.0861,107432.2291,108145.0761,108862.3491,109576.5093,110288.7462,110998.0186,111708.2808,112405.5634,113095.7854,113792.2332,114488.6538,115187.5503,115885.7919,116584.9832,117289.5742,117994.4945,118700.641,119405.032,120112.9603,120808.8318,121502.452,122202.2897,122901.8784,123602.8676,124303.8035,125005.9107,125713.1324,126419.674,127126.5184,127831.2531,128538.7781,129233.9761
South Carolina,2bedroom,128399.4795,128959.1228,129453.9997,129940.4745,130428.3551,130919.8828,131402.2441,131878.3115,132359.6893,132861.6422,133344.9772,133775.6641,134216.7296,134645.8926,135093.7161,135547.1689,135994.5617,136445.3289,136883.3877,137320.0757,137749.9262,138195.9734,138606.2607,139025.9265,139450.5884,139877.4453,140299.3565,140723.4788,141144.3687,141569.3561,141983.2989,142395.0601,142804.1315,143231.2755,143628.2404,144017.111,144413.116,144807.7746,145204.9112,145605.7971,146003.1618,146404.9386,146795.7028,147185.0292,147570.9576,147974.9032,148347.5279,148717.6184,149094.6874,149471.8993,149849.8792,150231.604,150610.3274,150993.7999,151366.6717,151738.3034,152107.1505,152494.4313,152851.1172
Louisiana,2bedroom,111225.5766,111363.2546,111492.9984,111614.9017,111753.0561,111900.2655,112066.5696,112212.0857,112329.8335,112428.1927,112533.7032,112668.173,112806.4797,112945.8733,113071.0422,113197.5288,113324.0129,113456.5284,113591.2563,113726.8794,113856.6958,113988.1906,114120.3755,114258.5766,114398.7101,114537.7863,114663.4762,114789.3256,114917.2782,115051.6612,115190.4358,115327.3205,115455.576,115582.8016,115711.5502,115849.2685,115989.165,116128.2807,116253.9026,116379.8333,116507.5965,116641.7389,116779.9926,116916.7147,117045.171,117172.9458,117302.1366,117439.9169,117579.8439,117718.9545,117844.5852,117970.5054,118098.2929,118232.4663,118370.787,118507.5301,118635.9605,118763.6647,118892.7985
Kentucky,2bedroom,95228.6188,95556.74127,95870.33452,96184.59358,96494.01298,96804.54926,97119.52586,97437.15419,97759.2861,98098.84977,98458.76891,98814.83126,99174.19724,99529.31072,99889.34161,100248.2781,100608.3529,100967.2369,101325.4896,101683.1295,102037.9134,102386.9464,102726.3884,103067.9581,103412.1961,103756.2414,104097.8658,104439.0606,104779.1384,105118.8967,105459.9382,105801.5995,106143.1825,106487.764,106834.056,107180.2179,107529.2885,107876.6347,108224.33,108571.3453,108918.0952,109264.1973,109610.8607,109957.6792,110303.3718,110648.7615,110991.5973,111335.1556,111681.5324,112026.7633,112371.2985,112715.2488,113058.6128,113401.4535,113745.1284,114089.1343,114432.4101,114776.6295,115119.9048
Oregon,2bedroom,299782.3141,300407.397,301269.7907,302138.0412,303189.7948,304229.902,305590.021,306725.3382,307842.6235,308841.5275,309960.8521,311400.6797,311984.9652,312634.6212,313518.7147,314406.6617,315474.9671,316529.744,317900.9363,319047.4392,320174.8817,321183.8961,322311.0349,323755.6824,324346.6167,325002.237,325891.6862,326784.4673,327857.0754,328915.7196,330290.3001,331439.912,332570.1604,333581.7475,334711.1462,336157.7299,336750.5141,337407.8007,338298.751,339192.8855,340266.7112,341326.4524,342702.0172,343852.5189,344983.5697,345995.8819,347125.9317,348573.0975,349166.4113,349824.1753,350715.5559,351610.0782,352684.2533,353744.3095,355120.1581,356270.9158,357402.1972,358414.7174,359544.9546
Oklahoma,2bedroom,64340.81643,64743.97393,65080.92988,65387.19005,65667.17195,65964.471,66281.34768,66569.61535,66848.10351,67073.77081,67327.77374,67542.18206,67768.42957,67976.56465,68201.12659,68427.92328,68655.30121,68872.14212,69077.56691,69285.79637,69492.68335,69711.84092,69917.38949,70129.4666,70338.76285,70546.79715,70744.7177,70935.96042,71120.91895,71307.90566,71497.05147,71680.17442,71861.23379,72033.50415,72209.2523,72377.0626,72549.24109,72715.98117,72883.85438,73049.92342,73213.7784,73376.72078,73538.45452,73698.73804,73858.57392,74018.44492,74176.93401,74333.84518,74493.71119,74650.72292,74805.89507,74958.52261,75108.44002,75259.41257,75411.25761,75560.85925,75710.2405,75857.27454,76005.40019
Connecticut,2bedroom,187954.7912,188139.3667,188267.3372,188438.0922,188535.2519,188814.125,189024.4181,189270.4788,189453.8774,190029.7028,190551.0527,191148.2942,191536.5869,191721.1584,191845.1345,192014.303,192107.1767,192387.1046,192595.3737,192842.374,193022.5387,193605.3252,194128.5375,194731.0015,195120.2024,195305.927,195431.3969,195601.5953,195695.7227,195976.1021,196185.132,196432.4308,196613.3716,197195.5535,197718.7777,198320.7775,198710.0418,198895.77,199021.1754,199191.3496,199285.4068,199565.8058,199774.803,200022.119,200203.0063,200785.3068,201308.5634,201910.6521,202299.9324,202485.6805,202611.1116,202781.3036,202875.3822,203155.7891,203364.7995,203612.1207,203793.0213,204375.3117,204898.5685
Iowa,2bedroom,106315.7895,106517.6026,106671.3706,106827.9357,106980.8219,107166.7509,107343.2259,107512.7782,107690.069,107879.4198,108096.2923,108308.3882,108509.7559,108694.014,108892.1676,109086.9949,109280.3491,109461.3988,109642.4948,109822.5925,109994.4986,110169.4569,110327.3846,110488.9022,110661.3319,110837.3815,111004.8465,111171.8076,111336.9981,111507.2595,111674.5162,111839.0356,112001.7379,112171.2741,112340.7698,112511.1403,112684.7538,112854.6424,113024.6643,113193.4722,113360.9473,113527.3431,113692.1719,113855.2012,114014.3215,114179.1375,114337.8502,114498.6967,114665.8787,114832.2986,114995.8292,115158.6228,115320.1251,115483.0331,115644.0282,115803.0568,115959.1295,116121.4896,116280.1638
Mississippi,2bedroom,81949.88899,82046.4252,82145.71411,82244.04197,82347.13513,82449.57214,82555.11401,82664.1101,82785.13611,82913.28429,83000.91642,83086.07737,83176.4278,83258.63424,83342.36722,83424.82936,83512.13695,83603.45277,83698.42663,83800.34365,83915.70406,84040.99536,84127.87933,84211.78666,84301.01381,84382.43745,84465.32266,84546.92112,84633.36992,84724.0808,84818.47997,84920.01205,85035.06441,85160.20037,85247.04365,85330.88281,85420.0489,85501.42999,85584.26911,85665.82061,85752.22273,85842.90073,85937.26865,86038.77981,86153.81542,86278.94293,86365.784,86449.61946,86538.78223,86620.161,86702.99762,86784.54657,86870.94615,86961.62236,87055.98858,87157.4986,87272.5333,87397.66036,87484.50131
Arkansas,2bedroom,101248.9251,101810.1226,102342.9178,102860.3906,103317.5616,103751.7856,104148.9247,104589.8321,105000.548,105397.2,105706.6103,105986.0973,106260.8409,106537.9049,106812.9383,107083.2341,107355.3152,107624.1777,107893.4472,108150.6051,108407.8321,108660.9897,108911.4196,109166.2296,109415.0041,109662.162,109906.7287,110149.993,110383.6551,110614.2,110839.9276,111074.1405,111304.586,111532.5126,111738.1204,111942.3251,112144.4419,112349.4067,112555.0898,112761.4644,112964.1977,113166.3843,113367.6536,113573.9247,113779.6454,113984.4218,114174.25,114366.061,114556.3346,114749.7589,114944.4307,115140.6009,115332.7405,115524.814,115716.0035,115914.2258,116111.9864,116309.2896,116490.4504
Kansas,2bedroom,79122.79268,79280.40581,79413.059,79512.44361,79605.30953,79694.66863,79788.51748,79899.16404,80000.68701,80091.58417,80151.83321,80220.34198,80306.19405,80395.69689,80489.41765,80589.98871,80692.49675,80798.29203,80904.17848,81010.57083,81123.06005,81243.50555,81351.59151,81457.49268,81564.44093,81668.22624,81769.58188,81868.17587,81966.98389,82067.67157,82169.80222,82276.74765,82386.06188,82498.71844,82594.45104,82690.70337,82792.17748,82892.2479,82991.59792,83090.64158,83190.34929,83292.3034,83395.36493,83502.15383,83612.26118,83726.88415,83825.74312,83924.43758,84027.29629,84128.30606,84228.16263,84327.09064,84426.56896,84528.20097,84631.02573,84737.85383,84847.75965,84961.88359,85059.94941
Utah,2bedroom,277423.6737,278257.5598,279477.6592,280592.0564,282067.7354,283562.9793,284850.507,286073.1513,287210.9392,288714.0209,290015.9214,291562.4356,292568.1293,293407.0474,294621.366,295738.2478,297203.0085,298689.6345,299980.1443,301210.1609,302360.0636,303859.8059,305167.8839,306710.0578,307729.4073,308584.8845,309807.4149,310935.6259,312402.4071,313891.1525,315189.5081,316429.035,317590.4531,319092.0097,320406.9129,321949.2804,322978.9502,323846.1017,325075.1268,326211.4066,327680.5952,329171.6243,330475.4602,331721.31,332890.112,334393.2794,335712.6445,337255.5234,338291.5724,339165.8451,340398.9172,341540.1289,343010.9049,344503.4224,345810.5952,347060.2556,348233.4729,349737.6629,351059.7076
Nevada,2bedroom,224082.6926,224243.356,223942.0111,223312.0496,222688.7366,222552.2092,222975.9746,223776.1202,224462.5426,225977.2675,226788.7229,228361.4054,228553.0909,228627.2899,228267.1369,227598.3012,226936.986,226734.7902,227059.1029,227735.1272,228301.9507,230182.7969,230885.7675,232313.4322,232438.6431,232454.3072,232058.7606,231370.8089,230689.2806,230439.6132,230683.7326,231255.4362,231720.9418,233948.3536,234558.309,235858.3719,235927.8469,235894.4677,235470.6935,234769.0512,234072.3681,233781.9529,233954.7274,234432.4724,234806.5162,237356.176,237881.8777,239065.5258,239084.836,239007.3247,238558.5222,237845.1672,237135.3117,236807.9752,236915.4653,237306.951,237596.9772,240444.9327,240893.1685
New Mexico,2bedroom,166635.5975,167694.1505,168572.2776,169343.9304,170206.4111,171103.6416,172264.9743,173347.8768,174422.0897,175385.698,176305.8151,177121.1113,177885.6139,178700.9174,179638.163,180634.0065,181577.6733,182495.5194,183278.689,184107.8083,184947.651,185840.4444,186760.286,187726.3001,188699.3309,189636.1322,190535.2113,191405.7378,192299.6505,193199.7669,194175.8587,195132.2412,196089.1269,197012.6131,197925.9241,198805.6917,199661.9754,200528.0278,201440.7182,202370.9173,203284.6252,204187.6544,205055.4328,205938.2117,206826.9228,207727.8721,208638.3369,209557.3917,210469.1024,211366.3179,212265.646,213158.1852,214055.3249,214950.7322,215869.6637,216785.2928,217704.0162,218610.903,219516.9347
West Virginia,2bedroom,68227.38301,68247.857,68275.77381,68320.70116,68373.86467,68446.80571,68517.5775,68621.29573,68728.11419,68843.30261,68943.27105,69042.95354,69144.74853,69245.06864,69349.48131,69455.12043,69560.50253,69666.28362,69770.63104,69873.85842,69975.56706,70076.25484,70167.43335,70256.52527,70347.84524,70439.55752,70535.08647,70633.75544,70733.01026,70835.39181,70935.85393,71040.48039,71144.102,71248.04334,71341.37793,71432.7891,71526.30179,71619.81306,71717.11462,71817.18424,71917.65395,72020.76456,72122.00365,72226.51529,72329.91678,72433.40113,72526.44453,72617.52633,72710.72104,72803.97123,72901.00982,73000.87236,73101.1613,73204.16736,73305.29131,73409.8317,73513.27736,73616.8432,73709.93971
Nebraska,2bedroom,129941.0919,130500.2506,131054.8104,131602.0261,132125.6368,132676.1689,133216.2662,133784.2747,134360.7341,134910.7231,135379.3724,135829.9,136293.8159,136756.6801,137208.782,137658.0544,138107.62,138547.059,138987.0464,139414.7188,139839.746,140271.9799,140705.1712,141135.9181,141564.9879,141995.46,142419.1499,142839.8255,143253.0801,143672.0208,144088.7195,144510.077,144934.4688,145354.4053,145744.8098,146128.0051,146516.6141,146906.9141,147290.1021,147671.5286,148049.6705,148428.5131,148807.2942,149185.2485,149565.0933,149946.019,150310.2041,150670.0031,151033.4331,151399.379,151759.2556,152117.7804,152472.2951,152830.2913,153188.217,153548.2516,153911.4148,154274.2966,154616.2526
Idaho,2bedroom,228275.0017,229947.3855,231278.2692,232730.2818,234518.7407,236448.1719,238327.6754,239920.4346,241613.2815,243272.3529,245213.9533,246967.2715,248545.5349,250203.2506,251544.758,253000.1538,254768.3118,256668.044,258523.9476,260116.1925,261802.2159,263458.3131,265375.6164,267120.0489,268695.4275,270350.8651,271702.2401,273163.1038,274924.0102,276811.1832,278657.2388,280251.1169,281935.2446,283591.1695,285497.1619,287238.0041,288812.7176,290467.6744,291824.6863,293288.8417,295046.4449,296927.5302,298768.8332,300363.797,302047.1629,303703.1767,305603.522,307342.6504,308917.1296,310571.9301,311931.9068,313397.8134,315153.7778,317031.7889,318870.6948,320466.2476,322149.2507,323805.3333,325702.804
Hawaii,2bedroom,497804.5141,497728.8307,497648.4655,497747.1241,497722.2477,497603.6436,497652.4962,497641.7892,497475.4648,498879.4648,498631.2939,498348.7991,498564.0779,498607.6266,498641.3157,498808.7944,498850.9931,498786.8597,498816.5995,498735.7577,498432.7974,501139.9274,501022.0612,500885.71,501170.694,501311.7121,501438.1973,501661.761,501758.4016,501738.4133,501753.0365,501615.9875,501203.3111,504958.0161,504944.9474,504926.1083,505267.1491,505486.5336,505687.6233,505956.2781,506096.6863,506112.1871,506114.6618,505932.4336,505431.5654,510028.3437,510099.5149,510175.136,510561.2373,510843.6153,511104.6745,511409.5749,511585.1649,511629.193,511621.9024,511403.3578,510831.5984,516105.2607,516244.1466
Maine,2bedroom,223918.6956,225056.403,226229.2275,227270.4245,228378.1283,229611.6221,231062.5253,232569.8479,234157.7355,236010.3107,237865.4736,239877.3996,241131.8959,242308.2671,243514.6268,244592.6418,245731.0308,246986.428,248447.4764,249960.3774,251550.8506,253389.7107,255230.6709,257221.5561,258479.9931,259659.621,260868.6983,261950.5964,263092.0065,264348.9606,265809.4354,267321.1036,268909.9819,270744.0646,272580.355,274565.3233,275823.2492,277002.3704,278210.9594,279292.7307,280433.9373,281690.4732,283150.1654,284660.9859,286249.0057,288081.6203,289916.5168,291899.8754,293157.3661,294336.0893,295544.3164,296625.8303,297766.789,299023.0546,300482.4202,301992.9186,303580.6298,305412.8222,307247.3247
New Hampshire,2bedroom,231167.5619,232292.0947,233443.0949,234602.8503,235476.452,236461.6407,237516.6185,238789.7733,240100.339,241458.6359,243028.971,244775.7317,245623.9081,246788.1858,247973.9113,249163.3347,250077.2038,251095.1673,252177.478,253464.288,254787.5817,256156.1672,257727.9449,259466.3212,260323.5876,261494.9294,262686.8811,263881.7048,264802.2323,265825.7351,266912.7497,268202.3509,269528.2183,270898.9693,272471.6658,274209.5922,275068.6546,276241.4672,277434.7273,278630.7035,279552.5074,280577.1006,281665.0607,282955.3233,284281.7954,285653.0715,287226.1054,288964.1675,289823.6435,290996.8099,292190.387,293386.6456,294308.7357,295333.5794,296421.7604,297712.1973,299038.8276,300410.244,301983.3866
Rhode Island,2bedroom,256533.0055,257384.3656,258022.6725,258853.9385,259521.0426,260328.5271,261156.1247,262360.631,263500.732,264286.5133,265650.4608,266727.3049,267641.2374,268509.9074,269192.6735,270093.7187,270825.4581,271699.0947,272601.1128,273922.1447,275165.1697,276382.0104,277803.9696,278962.7208,279909.1351,280784.3175,281442.7195,282291.0057,282972.3282,283791.7546,284629.466,285842.8943,286990.4722,287785.6961,289154.6933,290236.0516,291153.4061,292024.7311,292709.4277,293611.7753,294344.537,295218.9094,296121.3602,297442.247,298685.0958,299898.5965,301320.5558,302478.996,303425.4811,304300.912,304959.7958,305808.7833,306490.7495,307310.8247,308149.2535,309363.7788,310512.324,311311.5162,312681.0618
Montana,2bedroom,224352.0214,225641.0783,226844.031,228005.8807,228975.584,230004.3796,231036.9841,232101.4078,233079.733,233991.1482,235005.984,235968.1692,236905.075,237802.7186,238729.5083,239659.5721,240661.7471,241652.1164,242636.5136,243589.3153,244563.0429,245549.7273,246498.6553,247456.8835,248445.9856,249439.3548,250410.0554,251365.1955,252271.1264,253200.0462,254129.2751,255058.1409,255959.7181,256838.655,257747.1909,258637.7079,259534.4471,260416.6508,261301.7732,262181.5253,263069.9773,263966.5608,264861.8514,265743.5229,266621.6373,267494.9368,268367.6664,269236.2923,270123.7869,271006.6423,271881.6059,272747.5383,273596.2532,274461.0622,275326.3422,276185.1749,277030.3675,277863.3927,278710.8363
Delaware,2bedroom,181235.2038,181270.2176,181387.1143,181474.785,181541.5725,181600.2956,181443.0727,181077.3598,180772.0264,180561.8548,180443.6895,180075.1617,179873.8968,179879.1374,179967.2044,180029.8941,180055.7219,180069.372,179866.0039,179473.9647,179165.0667,178868.3601,178740.7537,178346.6254,178121.7408,178100.6298,178168.3075,178212.8391,178241.645,178266.9951,178080.461,177689.1812,177361.6106,177131.2086,176995.8991,176612.1904,176397.6087,176391.1267,176468.9425,176522.6442,176540.7612,176547.733,176338.5694,175941.3264,175627.6959,175327.5733,175196.3898,174799.278,174571.7888,174548.4443,174614.1405,174656.9377,174684.0576,174707.8501,174519.8929,174127.4887,173799.1021,173567.2593,173431.2647
South Dakota,2bedroom,161390.3063,161883.0836,162349.6694,162822.589,163314.7232,163824.4812,164332.7339,164842.0717,165371.6115,165905.7319,166465.8994,167012.8317,167533.3888,168011.6686,168462.9375,168922.3885,169405.0993,169907.8337,170405.7768,170906.5056,171429.1259,171958.5561,172519.279,173066.9254,173587.9612,174067.2693,174519.6246,174980.0309,175463.4101,175966.6427,176465.317,176966.6564,177489.7676,178019.5305,178580.214,179127.8097,179648.8115,180128.0467,180580.325,181040.6635,181523.9953,182027.1926,182525.815,183027.1111,183550.1874,184079.9267,184640.6131,185188.2124,185709.2166,186188.457,186640.7407,187101.084,187584.4192,188087.619,188586.2451,189087.5443,189610.623,190140.364,190701.0501
Alaska,2bedroom,209876.2358,210892.8168,212100.3565,212637.9442,213627.6524,214609.6194,215762.9472,216953.0954,217900.3579,218678.5968,217423.3494,215898.7254,218520.0927,219498.0058,220660.282,221199.2856,222154.3796,223097.887,224196.8562,225327.2021,226228.8346,226968.7338,225812.1834,224399.2163,226964.1804,227923.2706,229063.5132,229603.206,230541.4503,231466.2361,232538.7444,233639.9794,234519.3999,235240.6359,234132.1297,232773.5155,235311.0234,236260.9509,237390.4679,237930.4962,238860.5383,239776.2107,240835.8381,241922.9024,242791.5104,243503.6614,242418.5425,241086.3866,243610.5292,244555.9963,245680.2923,246220.4839,247146.5333,248057.7694,249111.1266,250191.2928,251054.6374,251762.366,250688.6317
North Dakota,2bedroom,164074.0383,164172.9953,164193.6579,164271.1442,164324.4189,164413.3906,164529.9835,164754.4096,165018.8684,165304.4075,165536.4808,165840.7521,166195.9713,166501.6537,166804.2928,167090.132,167395.4606,167708.1713,168033.3782,168361.4611,168686.6185,169020.1253,169346.6387,169715.9214,170117.8205,170484.2686,170820.3292,171157.1039,171495.8537,171846.2518,172209.6187,172603.448,173003.4856,173412.0818,173796.2685,174228.7189,174696.0795,175120.6797,175520.1349,175912.2006,176308.7593,176713.0549,177127.648,177561.9945,177997.4716,178439.1982,178859.5823,179324.506,179821.6568,180276.323,180702.428,181121.8035,181543.2136,181971.8974,182410.107,182869.7712,183330.6359,183797.0458,184239.8498
Vermont,2bedroom,211674.8486,211877.9349,212573.2606,213177.3877,213811.8039,214164.3389,214588.8101,215085.6258,215626.8879,216266.5648,216758.4162,217520.1566,217966.3307,218177.3422,218851.85,219441.8156,220060.4989,220417.5586,220842.8056,221336.4036,221871.951,222500.0891,222991.2173,223734.0249,224176.4071,224392.7444,225053.2899,225633.7572,226241.8866,226601.983,227027.7509,227519.1904,228050.9038,228671.3005,229161.9435,229892.0488,230331.887,230551.7975,231202.9755,231777.0703,232378.1189,232740.2526,233166.3701,233656.3614,234185.5025,234800.7054,235291.0229,236012.6061,236450.7375,236673.0452,237317.9384,237887.7578,238484.0559,238847.5563,239273.9084,239762.9281,240290.3434,240902.0617,241392.1608
