State,Room Size,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28
MI,2bedroom,134506.24657128012,135204.0512978333,135877.5251909988,136589.14292719262,137221.10046215274,137896.8719505573,138586.40913637224,139326.1673105007,139994.8469973383,140712.7490464401,141407.88166233955,142296.8142019206,143020.6641793413,143737.56987754724,144425.54048356242,145149.78698188657,145791.45747490937,146475.5886985285,147171.62565086986,147916.9231726607,148589.94807719917,149311.523646306,150009.5587842316,150900.9291360237,151626.71667767764,152345.2410502835,153034.50438320116,153759.82614952067,154402.35876856488,155087.20454796843,155783.81625557324,156529.58877160994,157202.99674048153,157924.888136551,158623.17852110273,159514.7589113936,160240.71649907838,160959.38057967077,161648.7571803594,162374.17188673024,163016.77994407824,163701.6875582966,164398.34950400356,165144.16316369036,165817.60458582325,166539.5233600936,167237.8360194698,168129.43462913233,168855.40704767028,169574.0832533098,170263.46972811897,170988.8925040724,171631.50713519423,172316.42012013943,173013.08644225728,173758.90367653852,174432.34801214308,175154.26916560854,175852.58376450738
GA,2bedroom,146236.7451569634,147081.36654937,147687.93801339538,148296.51836651645,148959.88881867324,149612.54422265993,150250.25777710605,150801.40201590574,151440.13065498683,152187.48108932906,153107.43171589193,153977.93360463917,154745.67281650717,155587.72016960464,156192.09253032607,156798.79699420292,157460.5689135989,158111.86307274966,158748.4179835289,159298.57633223562,159936.46625255301,160683.10327031795,161602.44712004173,162472.4329642488,163239.73331530017,164081.40745783242,164685.46244360504,165291.8970181615,165953.4394310796,166604.53842536596,167240.92737493385,167790.94459654696,168428.71450797448,169175.2494750569,170094.5065450985,170964.41859549124,171731.6561953907,172573.27697699933,173177.2865869086,173783.68257576216,174445.19217704335,175096.26326971376,175732.62849293882,176282.62553868358,176920.3782934148,177666.898671176,178586.14333508248,179456.04483582827,180223.27346475906,181064.88661783945,181668.88974077447,182275.2802133825,182936.78512388433,183587.85222771653,184224.21405900418,184774.2082203904,185411.95852238644,186158.4768144465,187077.71970476193
NC,2bedroom,133471.39098433152,134227.56026443868,134958.88102642022,135640.3145193942,136345.33946937224,137062.85442703348,137793.04176811595,138471.33196700035,139111.56566357036,139767.96301700815,140506.58577617988,141262.55562604667,142027.37515947074,142786.00413120905,143519.41792868884,144202.37347936325,144908.6774478262,145627.1332477001,146358.10284504062,147036.97409352224,147677.68657403006,148334.44250493607,149073.35848982172,149829.54948529837,150594.54869742176,151353.31398386622,152086.83793247375,152769.8774702477,153476.24899250688,154194.75651952045,154925.767560122,155604.67065688377,156245.4085693607,156902.18410390566,157641.11569903418,158397.3187584388,159162.32755413282,159921.10026320012,160654.6300964459,161337.67420042644,162044.04933658146,162762.55967222224,163493.5729324781,164172.47775659725,164813.2170325289,165469.99362932608,166208.9260620511,166965.1297746419,167730.13908492646,168488.91219561413,169222.442345027,169905.48669593455,170611.86202635485,171330.3725138053,172061.38589343074,172740.2908108779,173381.03016016106,174037.80681433142,174776.73929213174
NJ,2bedroom,251975.6110313296,252410.1453739017,252871.63074795445,253449.0016571546,253948.06239643032,254369.5114367829,254746.95537600273,255149.92102330606,255706.86589429056,256369.18732544093,257208.2303897621,258046.294771233,258329.25176636185,258773.63968637423,259243.6825518918,259828.48534668013,260334.00042174142,260761.0548296603,261143.3668368886,261550.56023301563,262111.17675774146,262776.6868932729,263618.4992371467,264458.96864220203,264744.0143171958,265190.2161834855,265661.8343986546,266248.0053301707,266754.7085846969,267182.79488541733,267566.00305588124,267973.97473880684,268535.26717871946,269201.36432323087,270043.68646411644,270884.5986102579,271170.02879058366,271616.56458646565,272088.47280794487,272674.89559991873,273181.81758654816,273610.09384854074,273993.4669938045,274401.5819516421,274962.99882086425,275629.20402793057,276471.6200174105,277312.61366781266,277598.11463177204,278044.71190079354,278516.6735095699,279103.14266656624,279610.1049196153,280038.41615160176,280421.81966709654,280829.9610004303,281391.4007758592,282057.62587617454,282900.0591422537
VA,2bedroom,183503.61738023604,183954.67048727878,184442.06854416823,184971.23249285767,185609.40227185708,186303.96494635625,186968.80250867628,187452.98952649493,187853.2565822521,188227.45047807242,188676.76814800926,189100.70463715302,189590.84843039417,190027.49830037318,190503.45604292158,191023.21546543227,191653.89654984412,192342.317470866,193002.25387063719,193482.42930758314,193879.48915143582,194251.06246981292,194698.28167850827,195120.50606978717,195609.2770010993,196044.80819769634,196519.86786625188,197038.8962925643,197668.98993835086,198356.93315542545,199016.4853325614,199496.34857161547,199893.1571240227,200264.52639800066,200711.58126399832,201133.67229095713,201622.33574807725,202057.77977367,202532.76916061345,203051.7406073237,203681.78829466944,204369.69426574398,205029.216390638,205509.0552823858,205905.8441840861,206277.19754214594,206724.23955910467,207146.32018157732,207634.97523722274,208070.41246112934,208545.3963547656,209064.36335497315,209694.40745056432,210382.31051476818,211041.83029124845,211521.66728263,211918.45464887054,212289.8067645553,212736.8477775949
WA,2bedroom,347748.1946462651,349022.86700184835,350622.8775693199,352511.14591862983,354588.0478423908,356556.7329997282,358568.2860957662,360952.8660509851,363731.8269769847,366693.82334383216,369835.90140480513,373231.578674325,374305.10766648094,375697.4297292705,377399.7162822994,379376.8958364912,381531.09060969745,383566.96847444796,385636.93395871983,388072.2933397209,390895.3981564383,393895.7699688071,397071.20881413814,400495.887491143,401594.62816978345,403008.86741489323,404730.20715110184,406723.95013867546,408892.54394026496,410940.9392591931,413021.78649568587,415466.6056701655,418297.9341342184,421305.45497956045,424487.1086673291,427917.19007036276,429020.62748087273,430438.9497185566,432163.8389076236,434160.66752794466,436331.94375125715,438382.6709699571,440465.54538826825,442912.1268452329,445744.9873078115,448753.83995977516,451936.6514220766,455367.73930896993,456472.0516823773,457891.13454832596,459616.684971554,461614.08842012665,463785.8643567606,465837.02598939714,467920.27805517183,470367.1878110115,473200.3336724389,476209.43442913005,479392.46157539816
MA,2bedroom,343380.2544753843,344084.5401657271,344854.62028492923,345402.284986125,346187.75700016617,347248.303504162,348508.6093108206,349709.0797463584,350944.08554669196,352611.1608801014,354544.1634679561,356815.4040580138,357426.00559165224,358157.25564629363,358949.13909628696,359514.43392695015,360314.16162825364,361386.23525232525,362655.8618651152,363863.86908576207,365104.9691153909,366776.97223036306,368713.95941248786,370988.4219374659,371601.6287212069,372334.98537584645,373128.5722183654,373695.2444088021,374496.08584045083,375569.06002464175,376839.4148285346,378048.0108630441,379289.58700637915,380961.97510593745,382899.27358582505,385173.98782554857,385787.398145327,386520.91937879735,387314.63929942827,387881.4190965589,388682.3475387641,389755.3920795162,391025.80377358303,392234.44580937293,393476.05914925085,395148.47732585896,397085.8001259886,399360.534031011,399973.9602521106,400707.4943433573,401501.2246607603,402068.01286469994,402868.94810463407,403941.99814201606,405212.41428064683,406421.05991030217,407662.67615617247,409335.09668256016,411272.42138271686
IN,2bedroom,98104.96000975546,98286.60525558025,98441.6750623052,98630.08695960259,98941.77765190181,99411.36084294366,100025.68423730365,100592.6404727844,101087.04467557557,101530.90382563823,102057.87007354898,102534.02926646863,102696.36141923635,102889.2306735665,103038.96518710098,103211.37792307927,103502.25006181089,103951.05159125075,104548.00660802335,105102.80301512335,105590.65730424573,106032.94154262132,106562.05469570434,107042.60307823052,107210.17069799059,107408.0114262393,107561.72314950546,107736.77227020015,108028.91715469971,108477.83418585804,109074.07985519429,109627.70803648031,110114.26492144728,110555.37327083465,111083.58685030913,111563.57475130349,111730.90943071588,111928.7833225786,112082.70814512334,112258.06095342126,112550.52311668415,112999.71517370516,113596.16160815588,114149.90610545492,114636.5015270639,115077.58795789798,115605.74108464018,116085.65154812922,116252.90958310483,116450.71987660293,116604.60055446031,116779.92996353423,117072.38699107843,117521.58747009253,118118.05039663629,118671.81431850695,119158.42804078972,119599.52900633539,120127.69167551115
AZ,2bedroom,228354.69872120902,229467.38363034607,230785.39157374366,232219.27674275954,233839.49645501675,235240.87605767048,236765.69196662473,238339.7505995303,240262.45579249822,242069.86655065452,243846.746514242,245866.60632879866,246943.43865853062,248095.63929665528,249447.4944262457,250910.37139276916,252555.42402076512,253978.07425018577,255521.10950832235,257110.7739194809,259046.84623728108,260865.70660233192,262652.3937233811,264680.65385581454,265764.6814753852,266923.0452369324,268280.17938810127,269747.57809902524,271396.50382587477,272822.4715569941,274368.34842024755,275960.44680744404,277898.603946713,279719.25006498763,281507.4667724422,283537.0370716672,284622.18691422284,285781.511915542,287139.4694163585,288607.5733671841,290257.10316706664,291683.588316767,293229.90837475593,294822.38638027443,296760.8686815068,298581.79331716686,300370.24858860706,302400.0232297447,303485.34810130624,304644.82302366965,306002.9089393131,307471.1228838214,309120.7468987609,310547.31274834106,312093.7019297885,313686.2391429854,315624.7721585374,317445.7402335333,319234.2327129241
TN,2bedroom,142640.23260585385,143556.99577035394,144339.87539763763,145060.4199811903,145880.0347964193,146823.1127849565,147804.453319868,148820.55447514929,149756.99158943555,150722.5546079315,151698.04714113032,152817.96565595252,153722.6604371389,154645.02529929797,155431.5382769406,156155.2467325166,156976.90422679737,157921.76929983112,158904.25813642336,159921.3687745151,160858.45135501283,161824.58464435957,162800.43996417205,163920.68065454622,164825.57932189168,165748.12621026064,166534.7537606812,167258.5650666607,168080.2869379425,169025.21012883552,170007.7351342162,171024.87861551647,171961.98151440697,172928.13336532537,173904.00009801346,175024.25127941382,175929.15635662962,176851.70917501824,177638.3403250023,178362.15498318325,179183.87887559753,180128.80396162844,181111.3301017113,182128.47465450416,183065.5781903498,184031.73064713358,185007.59773731942,186127.84926133184,187032.75453916693,187955.307551318,188741.93881386734,189465.7535816401,190287.47753720326,191232.40268522524,192214.92886072854,193232.07344859047,194169.1770043001,195135.32948092485,196111.19658224843
MO,2bedroom,106255.19372562374,106611.18869867417,107021.27069203515,107427.2222124175,107743.0018426734,108078.28260681998,108416.19804126032,108774.18191297194,109120.86413374975,109458.00280844027,109829.43982998746,110177.07185666039,110505.02506798228,110860.86283635194,111270.84207777068,111676.72643754697,111992.46217036496,112327.71424231876,112665.61092300114,113023.5825369031,113370.25674574549,113707.39018368401,114078.82378239138,114426.45357183172,114754.40532085621,115110.24213344073,115520.22075014029,115926.10470158835,116241.8401675153,116577.09206502407,116914.9886316859,117272.96017106189,117619.6343311927,117956.76773729242,118328.20131518935,118675.83109102758,119003.78283116147,119359.61963793494,119769.59825083628,120175.48219980174,120491.21766410602,120826.46956055421,121164.3661265228,121522.33766544568,121869.01182528032,122206.14523118647,122577.57880895687,122925.2085847124,123253.16032479223,123608.99713153037,124018.97574440861,124424.85969335899,124740.59515765341,125075.84705409515,125413.74362005953,125771.71515897964,126118.38931881248,126455.52272471743,126826.95630248706
MD,2bedroom,212124.78082882066,212230.61291128633,212530.9668013071,212867.85975101273,213284.22828134513,213647.01733461683,214068.178214243,214422.66786288202,214868.4482092126,215300.48559055736,215739.75024236372,216455.21584680234,216457.63996245884,216562.27243860645,216861.56563624486,217197.5207213251,217613.05999138363,217975.11581239215,218395.62836776028,218749.5447678331,219194.818247554,219626.40745724138,220065.27583549044,220780.39105469247,220782.50535958377,220886.86390092986,221185.91488530804,221521.6558053275,221937.00571055428,222298.89409510346,222719.2586030878,223073.04409960515,223518.20183435036,223949.6887022843,224388.4665899144,225103.50179727524,225105.54535566474,225209.84134292588,225508.83701695738,225844.52903154632,226259.83569457207,226621.68584434994,227042.01654513433,227395.77214931205,227840.9034532387,228272.36695103237,228711.12417477515,229426.14111111863,229428.16851426737,229532.4502170582,229831.43326075538,230167.11410759774,230582.4108960975,230944.25231481556,231364.5752955934,231718.32407373824,232163.44934208394,232594.90750321455,233033.66000827771
WI,2bedroom,150426.43230062356,151058.08371918992,151706.74198507363,152377.93236317375,153084.81365159887,153746.92037999886,154451.8398430911,155121.6642897994,155778.75579972763,156358.6389915854,156942.94733243657,157423.3929669614,158118.1799616437,158746.9132926293,159393.23545754308,160062.55558727012,160767.93955746418,161428.8475251735,162132.8072503772,162801.86332130924,163458.33966126907,164037.73034114172,164621.6443712688,165101.7743160826,165796.30856592764,166424.83954646447,167070.9997072591,167740.19013460606,168445.47026356723,169106.2950947785,169810.18825993547,170479.19104212036,171135.62471848977,171714.98124139596,172298.86792505864,172778.9759759751,173473.49269731145,174102.00964432047,174748.1585697096,175417.34000186028,176122.61292916274,176783.43199464233,177487.3205436875,178156.31963015962,178812.7503476984,179392.1045017304,179975.9892888449,180456.0958213628,181150.61132705162,181779.1273007991,182425.27544698372,183094.45625529424,183799.72868314298,184460.54734875413,185164.43557765998,185833.43440782485,186489.86492016105,187069.2189099055,187653.10356548944
MN,2bedroom,208401.940810825,209204.48849549095,210258.0106892471,211301.83746890802,212227.5245717306,213216.9957560599,214171.4596743836,215137.66772201346,216062.02629445543,216928.6683016383,217913.50705862808,218990.27899130317,219752.51873478162,220563.3711937422,221623.5901277438,222672.81697349154,223602.8585402311,224595.84104381138,225553.1363928502,226521.6276278868,227447.8272994969,228315.95391812114,229301.9898247105,230379.72710570763,231142.74527936982,231954.22544289794,233014.95054049947,234064.5855425729,234994.9562352832,235988.20413694213,236945.71349565024,237914.37730216433,238840.71613064024,239708.9549615118,240695.0813529534,241772.89159843238,242535.96860863446,243347.49621632084,244408.2595715792,245457.9254235688,246388.3209927982,247381.58895419398,248339.11448851903,249307.79133860313,250234.1406850531,251102.387997328,252088.52122793865,253166.33698833437,253929.41844561274,254740.9496392984,255801.7158862074,256851.38406994415,257781.7815194299,258775.0509970124,259732.57775394848,260701.2555899123,261627.6057313484,262495.85368467815,263481.9874322177
CO,2bedroom,326249.318467531,326458.51694388245,326991.91481767496,327669.4663254146,328501.72495600645,329329.97072215687,330038.258965041,330721.4597986738,331696.2906200041,333021.3429128777,334172.10434753116,335435.97700131877,336164.6108489798,336379.84075490426,336918.211458823,337599.8629961103,338435.50204426417,339266.5349178637,339977.1210922283,340662.2165385321,341638.60944176256,342964.9496495224,344116.77295215736,345381.52110138506,346110.87678290764,346326.7018308511,346865.56322111964,347547.61932250456,348383.5919281523,349214.89981528453,349925.7127344969,350610.99512878654,351587.5421680414,352914.009458818,354065.93753963977,355330.7720770309,356060.1989843975,356276.08275706257,356814.99256505055,357497.08858617436,358333.0941050938,359164.42912876257,359875.2644216734,360560.5652627674,361537.1275111569,362863.60734165437,364015.54576130223,365280.3888229123,366009.8227583793,366225.7123256158,366764.6269111476,367446.7268712902,368282.735637876,369114.0733392007,369824.9108398017,370510.2135011058,371486.7772502332,372813.25831806834,373965.1977578839
AL,2bedroom,87689.40376970309,88186.91709687338,88722.42158587344,89139.92413549664,89495.70273620504,89857.8675751766,90304.49676719843,90833.46261816798,91387.03274547367,92014.30740269233,92652.53763997677,93431.35677026675,93961.35253363736,94408.08785461419,94892.06376701737,95257.73373163628,95561.69660448539,95872.29205849844,96267.76127929907,96746.0913900156,97249.62978327734,97827.5310565504,98417.0821634047,99147.93896469938,99630.70209134217,100030.94039128193,100469.15581017437,100789.7991310013,101049.46397588147,101316.4829787746,101669.08902672073,102105.26008060359,102567.33379433186,103104.45465824667,103653.89930091845,104345.3131490135,104789.28636830246,105151.37736677585,105552.07771534885,105835.82791583151,106059.21142260008,106290.55082899731,106608.06911779588,107009.7344879447,107437.874977387,107941.62560840981,108458.25369016152,109117.39547836185,109529.63211552714,109860.5131328576,110230.52136940134,110484.08873826674,110677.79024638895,110879.94017892863,111168.75334767386,111542.18991569095,111942.57001803268,112419.02090497692,112908.8022424421
SC,2bedroom,128286.27879818405,128612.26180852717,129113.79276450363,129670.6335469212,130181.151556921,130699.90403604688,131186.0631036685,131683.92468727182,132138.96420416833,132598.6681740311,132976.67207375108,133513.42407837222,133925.6986217787,134252.0135581024,134753.5399985728,135310.52731016706,135821.04216286747,136339.85933674744,136826.01649681185,137323.90664816732,137778.94509615932,138238.6616827011,138616.66501040736,139153.4225878603,139565.69683452722,139892.01423274074,140393.54052268347,140950.52892201237,141461.04369963458,141979.8613541755,142466.01847728502,142963.90884107063,143418.9472710647,143878.6639515041,144256.66727052096,144793.42488948404,145205.6991319861,145532.01654855293,146033.54283651168,146590.53124395644,147101.04602063855,147619.86367876883,148106.02080143493,148603.91116680822,149058.949596594,149518.66627773579,149896.66959665512,150433.42721592897,150845.70145838548,151172.01887508982,151673.54516302736,152230.533570533,152741.04834720527,153259.8660053625,153746.02312802404,154243.91349340926,154698.95192319294,155158.66860434,155536.67192325837
LA,2bedroom,111296.51975313906,111556.91615367551,111729.4462680574,111931.31875406882,112012.24471328317,112063.72045561357,111999.39089242705,112075.89622635454,112294.14072133867,112653.44689707551,112969.38080465076,113134.36812169223,113359.29845704482,113619.6248414031,113792.34558179267,113994.15750423957,114075.17637295522,114126.6110301964,114062.32856648632,114138.808530119,114357.07761493925,114716.36883004541,115032.31584487202,115197.294558511,115422.23197923132,115682.5534870391,115855.27809301282,116057.08727498411,116138.10826521265,116189.54139036949,116125.26009539471,116201.73920522202,116420.00893543146,116779.2996756567,117095.24704740853,117260.22549724155,117485.16311554036,117745.4844769086,117918.20919231734,118120.01829303749,118201.03934390219,118252.47242399036,118188.19116262073,118264.67024745372,118482.93999629011,118842.23072265545,119158.1781047329,119323.15654688087,119548.09417090386,119808.41552801106,119981.14024659322,120182.94934495086,120263.9703975749,120315.40347635321,120251.12221595897,120327.60130006574,120545.87104944288,120905.16177540559,121221.10915778285
KY,2bedroom,95237.2974762571,95575.2320031869,95952.79882742047,96345.49338814894,96751.21141393247,97164.28004655578,97569.86370788934,97977.42562637964,98371.10009158011,98725.93065890801,99022.56614317777,99334.53533350973,99657.37753513061,99990.01316010192,100362.68869885908,100751.88740815264,101154.39600837797,101565.1586191993,101968.63620051014,102374.67715167723,102766.96943853382,103120.79695044125,103416.52525486502,103727.83301967054,104050.07974937021,104382.27927017672,104754.56390835943,105143.47510633603,105545.72707678415,105956.30015796496,106359.60924616795,106765.52526962654,107157.70692206002,107511.4520957033,107807.10775103656,108118.36125235433,108440.5602730188,108772.72403539509,109144.97734068804,109533.86497648149,109936.09636772943,110346.65392430837,110749.9494954073,111155.85529077156,111548.02806418804,111901.76649969698,112197.4163223098,112508.6653849193,112830.86057379558,113163.02141237776,113535.27220025496,113924.15791024738,114326.38764751406,114736.94393570647,115140.23842006066,115546.14338007492,115938.3154394145,116292.05332479638,116587.70267818318
OR,2bedroom,299733.39521782636,300324.4298119313,301163.7545462804,302006.1858887113,303059.3280548185,304104.6000237487,305515.2569311288,306668.40898739087,307799.0382116709,308788.0132335145,309926.1023854929,311430.98528406944,311973.6582910996,312595.89729750965,313462.82340284274,314329.66910285695,315404.4066040854,316468.7803862585,317896.3335014129,319064.4308319023,320208.27966289595,321208.94787945825,322357.3800624882,323871.4117261292,324422.1771290718,325051.5741367139,325924.831739195,326797.27786519873,327876.9691349487,328945.72469497396,330377.15364265116,331548.6792796982,332695.560565212,333698.91109161515,334849.7158695297,336365.8461745732,336918.46789768443,337549.50688406784,338424.2168729596,339297.94768446684,340378.7753025265,341448.5360015352,342880.85402905475,344053.1660876605,345200.7429899666,346204.70881323726,347356.05784229614,348872.6695561096,349425.7171017591,350057.132742756,350932.17589554825,351806.2014019316,352887.2896876982,353957.2809562178,355389.8029303634,356562.2953867421,357710.0318570544,358714.1388236895,359865.61269888625
OK,2bedroom,64300.48346507987,64581.54091313136,64945.07489460373,65383.65508675051,65817.4243039948,66195.95524038652,66471.08937541796,66805.75600203368,67128.78803761417,67578.24181935756,67919.88928955604,68346.27946106382,68688.83874912014,68972.98555547802,69336.39353238048,69776.75367845636,70210.3529088527,70589.91472125387,70864.89473096518,71200.16145358686,71523.07210504117,71972.87695360584,72314.43549530441,72741.03203026774,73083.52895694066,73367.79762101827,73731.16312093571,74171.59553422361,74605.16642081267,74984.7712639957,75259.73264546691,75595.02508642628,75917.92363556064,76367.74390843834,76709.29465802171,77135.90047285568,77478.3924182803,77762.6666815804,78126.02901542428,78566.46481593965,79000.03369959503,79379.64059667637,79654.60071592446,79989.89440491529,80312.79216115394,80762.61319380808,81104.16344664314,81530.76972478465,81873.26135969342,82157.53590593307,82520.89804604054,82961.33401957092,83394.90278254366,83774.50978554365,84049.46982971772,84384.76358361673,84707.66129320732,85157.48236567316,85499.03258955148
CT,2bedroom,187970.18770110316,188143.09771756124,188227.83050564426,188373.66665785023,188425.41600578136,188700.52023561962,188884.12774762086,189127.1533201535,189276.32563597272,189897.22514010873,190425.31419623177,191055.96110823358,191460.64695614256,191637.14005033943,191724.72700184496,191872.83668798915,191926.39705925816,192202.9438915028,192387.7005337551,192631.64146614578,192781.54292791596,193403.02324604892,193931.57495974915,194562.59040975937,194967.56982308338,195144.29676196093,195232.06998654865,195380.32805178384,195434.00661702044,195710.64759874318,195895.47923741373,196139.47990951684,196289.42895800283,196910.94718216898,197439.52909058484,198070.56859272547,198475.56716519583,198652.30936562747,198740.0947470738,198888.36249606794,198942.0487750726,199218.69590133257,199403.53243454205,199647.53700547598,199797.48915964406,200419.00985769575,200947.59373672854,201578.6348085986,201983.6346314645,202160.37782792063,202248.16400276776,202396.4323837592,202450.1191661924,202726.76669346722,202911.60354611208,203155.6083714979,203305.56072835406,203927.0815878605,204455.6655955029
IA,2bedroom,106264.37821328665,106345.90577101866,106580.54783567494,106837.08735271788,107109.14691337892,107308.59931814052,107528.26213695291,107763.99677455728,107965.02853393108,108156.61887249419,108254.92674794167,108371.57327215638,108482.72168339074,108563.24606138113,108796.81581775205,109052.9411065003,109324.47750581954,109523.76769806592,109743.17089507714,109978.8480229978,110179.74841878304,110371.32268648641,110469.56266371852,110586.20812234227,110697.32064362025,110777.84839813197,111011.398750936,111267.52796127739,111539.0536400359,111738.3470893207,111957.74424342584,112193.42376224282,112394.3206908449,112585.89660724362,112684.13456473192,112800.78111949073,112911.89244929889,112992.42091595322,113225.97055869992,113482.10022467843,113753.62547684734,113952.91921461046,114172.31611080948,114407.99581093344,114608.89258285376,114800.4686126086,114898.70647455794,115015.35309992301,115126.46437131173,115206.99288182505,115440.54248877462,115696.67218194334,115968.19741214257,116167.4911667377,116386.88804943745,116622.5677599701,116823.46452358851,117015.04055977495,117113.27841661537
MS,2bedroom,82100.53997781794,82400.37371521437,82786.56368390082,83183.31412338794,83574.39852083349,83873.30270855606,84165.24567315272,84399.37602456204,84622.38388839547,84802.50468802184,84903.91412999293,85012.20051150215,85273.83805853104,85573.65859684143,85959.8072540826,86356.52911812287,86747.60392446627,87046.50954372108,87338.45667552244,87572.58987777044,87795.59868399703,87975.71932933838,88077.12835104996,88185.41444818933,88447.05190266386,88746.87245751273,89133.021157127,89529.74304952852,89920.81786495757,90219.72348244788,90511.67060997788,90745.80380939775,90968.81261473287,91148.9332602617,91250.34228240377,91358.62837982511,91620.26583438707,91920.08638921609,92306.23508878698,92702.9569811604,93094.03179658088,93392.93741407328,93684.88454160767,93919.01774103034,94142.02654636631,94322.14719189492,94423.55621403654,94531.8423114576,94793.47976601946,95093.3003208485,95479.44902041944,95876.17091279289,96267.24572821338,96566.15134570579,96858.09847324017,97092.23167266285,97315.24047799881,97495.36112352743,97596.77014566904
AR,2bedroom,101192.91054084188,101710.92385882541,102210.70310281427,102647.97409065922,103186.21703667252,103711.3548855446,104286.24323203076,104658.86935473677,105070.73952593349,105466.60727513945,106044.27545484054,106682.99881074658,107228.11948425631,107747.39486112156,108248.22168416952,108686.07650952022,109224.81662793628,109750.22401254653,110325.34864467333,110698.09890480974,111110.08154696747,111506.00630866548,112083.72811530773,112722.47756861645,113267.62385957253,113786.91113548548,114287.75022086118,114725.6104459745,115264.35644701621,115789.76626805332,116364.89372902886,116737.64508083533,117149.62908684924,117545.55433344888,118123.27679945913,118762.02646579927,119307.17307647277,119826.46044465668,120327.29968554291,120765.15994987347,121303.90602680434,121829.31586407934,122404.44336221623,122777.19472049378,123189.1787447699,123585.10399379666,124162.8264688146,124801.57613597024,125346.72275110347,125866.01011949842,126366.84936260115,126804.70962693966,127343.4557049764,127868.86554220675,128443.99304089752,128816.74439912845,129228.72842368306,129624.6536726743,130202.3761478328
KS,2bedroom,79228.21414103183,79490.21631861592,79751.02576130531,80067.46878079644,80358.04869514496,80632.01504079436,80863.06754997579,81024.11442379392,81219.14083695762,81464.15248980279,81741.15655906768,81978.15752604205,82268.3716538264,82530.37364043048,82791.18293799122,83107.62588101208,83398.2057633848,83672.1720986141,83903.22460571877,84064.27147987946,84259.29789369612,84504.3095469819,84781.31361646528,85018.31458352618,85308.52871133655,85570.53069794457,85831.3399955035,86147.78293852221,86438.36282089361,86712.3291561223,86943.38166322673,87104.42853738736,87299.45495120401,87544.4666044898,87821.47067397319,88058.47164103409,88348.68576884446,88610.68775545248,88871.49705301141,89187.93999603012,89478.51987840152,89752.48621363021,89983.53872073464,90144.58559489527,90339.6120087119,90584.6236619977,90861.6277314811,91098.628698542,91388.84282635237,91650.8448129604,91911.65411051932,92228.09705353803,92518.67693590943,92792.64327113812,93023.69577824255,93184.74265240318,93379.76906621981,93624.78071950561,93901.78478898901
UT,2bedroom,277387.9109161313,278188.4753279911,279401.64110597904,280501.1256319762,281989.3933232556,283496.6936871114,284778.9218792436,285990.5076460495,287110.3232767127,288622.6074068443,289917.90194143954,291475.99983835727,292426.81279850233,293208.2562297978,294405.59325229056,295491.9743969166,296969.39482964744,298467.71560154256,299742.5102959462,300947.9424548018,302062.6639975687,303570.7311331007,304862.53474963247,306417.74279012816,307366.1634654965,308145.6265124347,309341.3241305218,310426.348141218,311902.6451095389,313400.0358536358,314674.06065119384,315878.85547302145,316993.0494146044,318500.6797906243,319792.1218483175,321347.0305826958,322295.203486077,323074.4614220801,324269.9892449609,325354.8726955642,326831.05330524244,328328.34772517346,329602.2927835327,330807.021595551,331921.160892806,333428.746033086,334720.1506436689,336275.02837853064,337223.1756198509,338002.41231225274,339197.9225492273,340282.79144184233,341758.9600001075,343256.2444436217,344530.18124329037,345734.9032185885,346849.03685626073,348356.61731141736,349648.01804355526
NV,2bedroom,224035.39741043368,224140.3794271435,223764.85666036533,223049.81078879503,222350.37441707964,222176.8503123471,222608.69603299673,223451.50981200748,224183.01772706257,225224.06204078847,226081.59060439386,227745.64722772315,227901.76033801975,227928.32740140456,227481.54132374373,226701.7315358205,225943.4378810317,225716.4244265831,226099.65916174982,226898.2954003312,227589.65487858746,228594.2123946845,229418.58184906025,231052.50355794502,231181.2301343546,231182.9083851388,230713.50341765344,229913.13763997264,229136.16275377994,228892.1718435686,229259.97750995806,230044.5918499311,230723.2082622628,231716.1849123378,232530.029705018,234154.38662802277,234274.42075126123,234268.19932262972,233791.61514650864,232984.72492221146,232201.82063546634,231952.44110105778,232315.34959943127,233095.51340552053,233770.08518393605,234759.38608095693,235569.89035857568,237191.21142995727,237308.48657893328,237299.75780148312,236820.89495310918,236011.93387724258,235227.1476058386,234976.0577285409,235337.4118716307,236116.16308357677,236789.4511000144,237777.58531740276,238587.02931952776
