,RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020
0,6181,0,New York,City,NY,NY,New York-Newark-Jersey City,Queens County,139028,138821,138699,138671,138885,139046,139017,138686,138421,138321,138560,139051,139558,140306,141164,141936,142442,143041,143839,145118,146477,147889,149140,150132,151365,152308,153179,153673,154366,155333,156641,158256,159914,161441,162588,163812,164858,166195,167610,169475,171483,173509,175775,177750,179596,181176,182975,184792,186634,188865,191354,194106,196733,199550,202205,204718,207352,210269,213588,217033,220467,223634,227159,230528,233699,235707,237506,239461,241912,244632,247630,250273,253439,255918,257040,257913,258933,260754,262094,264154,266836,269514,271628,273974,276161,279219,283884,288364,293213,299375,306321,312128,314724,317083,319687,322962,326107,329405,331793,335236,338395,341302,344575,349108,356893,363857,370177,374535,379449,384567,392081,399055,405852,411460,417539,425083,432275,441805,449290,456646,463734,470353,473352,474207,476459,481764,485334,483682,476528,467995,464759,468172,470604,471504,472012,474099,475546,472940,471986,472307,477598,483061,487076,487916,489648,491902,493375,494429,492169,490192,485067,483447,482446,480544,477465,471443,462059,451280,443322,437077,435308,432045,430270,424522,417636,412539,409256,406333,406867,408512,408829,407937,405059,406037,407709,409993,412869,414640,413798,411930,409886,410335,413604,415334,417251,416527,416172,416914,417730,417788,418322,420192,420658,419599,415662,414974,413917,415117,415480,416320,416193,418066,420388,423489,426743,428868,431479,433661,436934,439551,442590,445159,448170,449312,451997,454948,458924,463768,469832,474382,478467,481038,483859,487042,491409,496776,499340,502600,507137,513861,518625,523061,526365,530868,534645,539315,543072,547054,552092,554869,555723,554779,555659,558258,561338,564411,567232,569548,571118,572401,574111,577409,581586,584349,586322,587472,589858,592600,596047,598356,601465,604288,606848,608000,608213,609892,611603,613536,614251,614393,614446,614655,615024,614758,614794,614698,613446,611603,609700,608613,607523,606162,604457,603126,601368,600138,598527,597268,597019,596725,596432
