,0,1,2020-04-30 00:00:00,2020-05-31 00:00:00,2020-06-30 00:00:00,2020-07-31 00:00:00,2020-08-31 00:00:00,2020-09-30 00:00:00,2020-10-31 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,2021-01-31 00:00:00,2021-02-28 00:00:00,2021-03-31 00:00:00
0,CO,5bedroomOrMore,769597.0850074227,771103.254764393,772566.3454128706,774031.3378151701,775478.5046760602,776901.7827378891,778334.9065795388,779727.2827877188,781138.0769140156,782515.4266253089,783895.1401845118,785267.6563198228
0,CO,AllHomes,461284.86051508447,462565.8933725068,463770.8312418656,464918.7454968388,466013.80220699316,467060.176867515,468074.2968788626,469045.88783235266,469986.3089807133,470898.85285007674,471777.9748612284,472630.8899168129
0,CT,1bedroom,173045.46692505124,173129.19361367772,173257.76015390438,173363.19796405217,173456.91335983676,173549.19352146762,173636.62354805303,173718.09111687946,173795.53630212083,173868.69494605192,173937.93740107614,174003.31749714568
0,CT,2bedroom,220898.89113289074,221089.27804503357,221305.15178929144,221531.04046875593,221714.35392995525,221862.495174174,222018.53757103396,222188.53964510982,222340.1487565731,222461.50029235648,222576.77654419182,222702.27731076273
0,CT,3bedroom,283635.0809145278,283892.4867602447,284145.671782912,284431.2733335072,284713.196900204,284981.99782465026,285213.07182733074,285405.13357949496,285562.197632048,285699.9855648451,285832.22449604026,285968.60918076057
0,CT,4bedroom,380216.445766881,380338.82826299215,380317.5975229558,380335.11590290157,380505.25225381023,380718.91361692303,380796.8860213001,380736.9805732789,380718.50117257325,380856.10572244984,381043.9846005987,381101.7942073358
0,CT,5bedroomOrMore,460860.3434867283,460789.3058542527,460686.46763151156,460587.4917942492,460528.6218047301,460461.0577398799,460365.51944482204,460296.00752330996,460253.5051695805,460183.155121695,460102.7213363184,460059.834699008
0,CT,AllHomes,312173.45713093434,312360.39192572323,312542.315554644,312711.45936430426,312851.39420730434,312967.46189628047,313067.297485512,313169.3638101763,313279.9217836965,313398.7627506128,313512.1723768033,313608.95330653654
0,DC,1bedroom,421206.720501734,421864.5635855599,422509.2281957372,423162.97187086445,423782.7284940499,424405.6972576436,425031.42037734675,425623.6620815733,426237.7966758708,426834.27601977345,427416.7091004166,428018.2514186867
0,DC,2bedroom,603888.4655051877,605161.5400610017,606447.7785017992,607725.9730844466,609024.3246357954,610311.7585358928,611613.0593028463,612913.4538360329,614212.8887511769,615524.6058571544,616824.1625288745,618140.3563921059
0,DC,3bedroom,691623.9017256505,692739.9935315563,693862.7317143661,694936.8699039648,695903.4658479382,696795.3576058986,697674.8121543962,698544.5418034148,699361.3691232087,700105.4766721895,700802.9227740101,701485.8647439476
0,DC,4bedroom,925864.3765814574,927885.8575197445,929962.8480018784,931942.9950233443,933959.5595236871,935967.4622586754,937905.396129321,939923.3423574104,941848.1838123667,943808.9709998089,945775.5221530388,947673.8740002746
0,DC,5bedroomOrMore,1483359.8156801404,1486592.8057531912,1489772.7067063088,1492935.5516081138,1496079.7031366492,1499214.1255552978,1502347.6150670408,1505471.8810656313,1508592.468349128,1511712.8620206492,1514824.9027055516,1517935.6786608985
0,DC,AllHomes,641747.3047991066,642647.5866986475,643522.2410613446,644352.999386487,645147.1677345731,645911.7541110313,646644.3627569118,647349.2598874575,648027.5556292874,648680.7620886762,649310.0527789652,649916.9050507706
0,DE,1bedroom,177037.7003899182,177011.85248825504,177076.1357827984,177021.063721859,176923.31234033636,176841.05973916838,176860.49204994895,176904.9249663772,176888.04878001002,176795.5260004543,176721.5294434389,176730.49207533308
0,DE,2bedroom,248544.25164893267,248774.84256525504,248859.1776876056,248730.4037449418,248499.58096845416,248321.81950355473,248292.89728130295,248451.7278298886,248706.66711401616,248900.0179963496,248936.42379999725,248800.6686762955
0,DE,3bedroom,335213.4999973925,335566.58044977643,335880.104722413,336300.9677547352,336756.12480007886,337079.06160586217,337280.21349777933,337534.31724794395,337893.26061682985,338207.9442937716,338371.0384461688,338496.5736075089
0,DE,4bedroom,354063.39282365295,354419.60951217095,354749.79472544126,354983.46668605384,355131.0039928369,355209.77849987184,355286.5303134899,355405.8710433405,355592.2028407636,355826.4788277604,356063.144114567,356254.113067304
0,DE,5bedroomOrMore,549846.5790755496,550247.1905185842,550617.477253795,550899.5277774726,551071.8857585205,551166.6331895547,551244.1216179742,551367.6508377867,551568.7987679646,551834.8798707557,552117.8197833553,552358.2392130255
0,DE,AllHomes,349636.6186015684,349833.45564176905,349993.019552681,350166.84997691587,350389.61808723205,350648.4603187173,350904.9514562489,351116.52172870154,351267.4878887978,351374.30654609465,351473.755940861,351597.38651919167
0,FL,1bedroom,154674.89295999677,155315.28251241002,155935.08058303624,156527.69239476154,157088.3267863259,157598.22489910375,158046.83486169646,158460.6017931654,158865.08333947763,159255.95903965138,159610.71917404715,159919.14512614268
0,FL,2bedroom,229412.9044243181,230282.5439964007,231132.11151378546,231936.357402579,232654.28267312943,233326.08780022475,233952.95327577184,234514.39007287924,235027.237171699,235500.2325608093,235924.66280187448,236307.78243935542
0,FL,3bedroom,363168.4339440951,364096.0111875363,364907.66206554114,365664.6467156518,366353.5026220901,366952.40224886837,367476.96309956827,367938.82804694254,368340.78342827247,368680.6187196163,368965.9221926541,369199.82703019393
0,FL,4bedroom,501908.510341104,502639.9086290431,503302.5891955465,503904.4268485043,504432.1007817296,504887.4087014716,505285.2891933097,505625.655741242,505911.4198473622,506144.9968249285,506333.06180323433,506476.30520188826
0,FL,5bedroomOrMore,808920.048443358,809342.3505135481,809434.4381757791,809843.3849165974,810073.82971119,810400.1487543647,810767.0712099966,810984.6673921648,811449.3101988077,811576.0759566668,812069.5792756771,812154.3332439819
0,FL,AllHomes,341626.9134384156,342698.910381109,343686.321686193,344601.32558927574,345427.7315033566,346133.1404338648,346763.66094287095,347341.97745533835,347855.17969932826,348272.623032936,348625.46562079457,348941.25486924365
0,GA,1bedroom,165772.52211507098,166036.06531958116,166288.40852678212,166486.95742042578,166670.80745084226,166845.55623825872,167012.08961570892,167178.67445670834,167344.95345575942,167506.02744856745,167657.15486849498,167794.16866827564
0,GA,2bedroom,133011.2445499211,133446.79408224265,133905.66189682085,134349.97684569494,134775.77965518658,135180.55453639486,135555.98300982566,135899.1356125154,136212.14545692483,136499.83994956556,136768.01090184742,137021.51719930483
0,GA,3bedroom,184218.57798846337,184710.27541192016,185165.57144413333,185599.07065899344,186010.16483625674,186397.49047676855,186763.4611605724,187107.79846752525,187432.63748152845,187737.64785506975,188024.92687491185,188294.14880279868
0,GA,4bedroom,261089.65963410414,261660.15262952272,262169.45629558054,262607.85170657944,262992.5883097062,263376.0297537009,263778.7484471663,264187.5817414891,264578.83779054985,264924.9508876348,265212.3488934988,265454.85548258404
0,GA,5bedroomOrMore,362630.34617956955,363180.9355967243,363668.23531713616,364116.1927076253,364549.79280503193,364988.9692670273,365423.77002206113,365833.970928966,366197.7468596259,366508.02119589946,366777.91938173445,367031.3384096406
0,GA,AllHomes,190759.49356412265,191260.0525976214,191703.34961790123,192075.66006733,192406.21106948788,192743.50388446558,193105.82587641754,193472.3029593708,193806.729216185,194088.1211730305,194326.13090140565,194550.98579707314
0,HI,1bedroom,626960.5194029316,628043.2383914847,629048.0037930558,629876.5466427155,630592.6890397919,631343.5143727552,632162.915363678,632935.2709525974,633549.9916350872,634054.4589622779,634588.8498375707,635205.2664235164
0,HI,2bedroom,637616.6270774247,638346.2114368593,639012.6848370468,639647.2404568129,640261.774695524,640810.0634356855,641380.5940899902,641850.7233984572,642383.9487749129,642783.4111527413,643284.9445823999,643620.6902193644
0,HI,3bedroom,722731.4739195653,722961.1945328612,723166.4184153427,723347.244559024,723506.8752431395,723646.2522661955,723766.9812628345,723871.2810903916,723959.3652671109,724033.9724633435,724095.0992399878,724144.7407750558
0,HI,4bedroom,830851.1585542473,831257.2735799591,831927.0213969606,832237.5329178335,832839.3245132543,833147.6404588894,833603.5856941201,833975.18128317,834258.3410290806,834697.8864795964,834848.9824159923,835300.649394453
0,HI,5bedroomOrMore,920195.0414808553,920910.1205232046,921598.687003856,922248.9108719394,922858.4125659375,923449.020774074,923988.6562271884,924518.7532032486,925000.6817260023,925469.6821417889,925906.1994508554,926318.3563675138
0,HI,AllHomes,712917.5227651995,713252.9847053953,713596.1279066423,713819.4702221846,714138.5093402431,714318.1900296013,714551.8464676292,714748.4346150478,714876.0386499004,715085.1097602829,715154.4183506928,715317.0924785013
0,IA,1bedroom,170355.87024117,170660.16681732656,170877.24509581953,171114.20028349877,171338.85177319922,171566.2571486475,171775.12449688336,171992.55936657978,172191.97514238852,172396.998576474,172587.40629223865,172781.34319651988
0,IA,2bedroom,127679.30235626668,127936.77609053734,128142.38341740733,128323.86475948787,128518.81717417113,128701.401684604,128868.59368303232,129034.22954060455,129196.79510398519,129352.88278594642,129504.35901373178,129651.11943601187
0,IA,3bedroom,163600.58783978134,163942.55996812665,164221.2784063651,164491.21095171722,164786.15328734013,165053.78399794438,165291.21725376518,165521.57520103574,165747.92018406818,165974.5078456328,166208.68691940946,166446.7580329294
0,IA,4bedroom,203241.14555851748,203598.34826954672,203896.72532663814,204176.38293678264,204495.51681873717,204784.15338940866,205048.18879197928,205317.03276561503,205574.70299454703,205823.0018154431,206073.22034846467,206319.50521548092
0,IA,5bedroomOrMore,277060.6396329281,277460.42792089476,277814.97094937804,278208.99785093893,278575.0822984157,278953.4476943028,279331.818441058,279694.1355565093,280084.00984114135,280432.6448484157,280830.81675598526,281170.27590844885
0,IA,AllHomes,169983.28176533256,170285.33135478257,170545.00563097178,170782.9083288546,171035.96653727992,171258.80818648933,171447.94419717716,171631.71054011513,171816.6564298132,172006.0764205014,172205.32437178827,172407.37830899196
0,ID,1bedroom,168600.11912055957,169314.72860448214,169959.9780502431,170663.9265649673,171351.56221336877,172000.84015284706,172584.66210256144,173081.81998975982,173513.71967817287,173921.58937655578,174340.87112088365,174781.71456959966
0,ID,2bedroom,179755.39829577392,180714.88157609358,181465.25270914956,182350.6077656177,183150.30931455156,183861.31031046715,184566.14310715365,185238.11667353314,185861.22409399357,186460.11101640167,187030.21414491558,187570.13049300472
0,ID,3bedroom,234427.70024620596,235501.08667266546,236270.67504202668,236942.60778717342,237637.571009281,238458.83103982467,239372.72973433082,240221.475140507,240885.7558611881,241366.14630077314,241765.5840347088,242210.88906114773
0,ID,4bedroom,247931.30929198285,249383.46616229322,250607.94461625657,251692.17938515628,252698.73426018129,253768.90512499257,254893.6312323698,255996.38381611535,256977.56097916802,257794.57494820247,258495.54172432364,259174.66181295543
0,ID,5bedroomOrMore,293807.7652019593,295372.6841459941,296667.4922013461,297793.18660244974,298858.1688881656,300017.3187288366,301200.6325876336,302339.88037029386,303316.28167328495,304109.4757652989,304816.0288511278,305507.2154938107
0,ID,AllHomes,260719.19442108253,262118.45263003843,263317.03550240677,264398.15966151765,265410.7693561325,266497.0819578567,267617.8466336142,268704.801998079,269669.29523946164,270480.6075722801,271193.3481519576,271891.4806452703
0,IL,1bedroom,125113.43588412082,125178.70566612792,125219.15236979756,125267.61198122827,125295.03445598294,125316.55087828837,125357.20001619942,125396.47843193477,125418.96819261792,125437.43273252681,125466.3535859484,125497.91706546649
0,IL,2bedroom,161086.13761879745,161179.11221212143,161217.00213636516,161238.61114062724,161233.76469604002,161277.92834762938,161331.75555127647,161360.23694183832,161356.61865091743,161366.293138025,161404.74221171413,161442.15228429795
0,IL,3bedroom,207889.84973118672,207959.5417763091,207996.34713008016,208001.85056029534,207985.83697581655,208014.85962175668,208062.02581167084,208083.07899932523,208068.1566093719,208067.3359126925,208100.950172104,208134.97681161822
0,IL,4bedroom,287149.2932882376,287164.18873349024,287168.4129039293,287170.1274407077,287169.1074423891,287171.3692959212,287175.8815537907,287183.64832183486,287191.78670780815,287199.4752088483,287205.0299794894,287208.8558026995
0,IL,5bedroomOrMore,388438.7662918329,388447.89667167526,388465.42335180676,388474.32561196573,388468.2737923829,388464.48059523944,388474.2098537212,388489.3545641443,388492.83012826205,388485.985326501,388484.0921604146,388494.9034765756
0,IL,AllHomes,224291.59341354927,224359.39882212735,224407.02675231948,224405.71457925427,224368.18544038074,224392.41544698644,224450.49821562637,224478.1435928947,224450.30773720995,224430.62663837464,224467.30160750874,224515.09895496676
0,IN,1bedroom,91549.99433551847,91832.95547528239,92052.17790426858,92303.22717698001,92545.36067240477,92754.95691559084,92957.17757955643,93171.3435240564,93396.10167888661,93619.59818523428,93830.81921046707,94028.30403800422
0,IN,2bedroom,108643.40813429795,108967.91852444685,109222.864788131,109508.58086966682,109803.0196421023,110061.266005343,110337.98086304721,110595.59683064377,110858.39649913441,111108.8070254641,111362.16786007248,111605.50232412964
0,IN,3bedroom,145418.58583843336,146001.06964792998,146513.19374247923,147038.18299801342,147562.07480637915,148068.41105692618,148560.27258659896,149040.340271394,149508.45614962664,149965.1110396699,150411.11522799463,150846.81307754738
0,IN,4bedroom,185855.5910668728,186433.12951731225,186946.12021057602,187471.683619246,187989.8739566396,188484.3772144964,188978.9653283831,189463.6026570971,189931.0316770122,190392.05726059058,190843.3484514999,191281.85839610503
0,IN,5bedroomOrMore,279851.53984866256,280382.9996988409,280909.74516059656,281490.9661667789,282060.0649287253,282571.359115854,283055.781100972,283579.4312235896,284124.9541852413,284639.0832081465,285109.7707522708,285588.86093128275
0,IN,AllHomes,137896.61394557566,138426.5067708492,138897.5660252051,139375.81046509894,139846.42009858548,140303.24721492536,140749.91140907293,141185.02263238854,141608.88087157105,142020.92070700822,142421.37610653712,142809.96476397247
0,KS,1bedroom,138460.66951690195,138599.34802952097,138569.37293624732,138547.14614783903,138494.89247856606,138499.11978257113,138548.79578431707,138584.72464283023,138604.54489004356,138558.33097358365,138519.02923816434,138496.07092604908
0,KS,2bedroom,131891.31254411672,132057.83365349754,132226.59800049823,132382.07992347903,132553.17440544782,132712.920432528,132875.77301200433,133044.118145516,133200.57265436626,133370.71154548015,133529.90154045034,133693.5991256105
0,KS,3bedroom,184622.6810712053,184954.30283556835,185310.10846984157,185635.4448100855,185958.55363981554,186279.63021344354,186608.3425755126,186930.6617144737,187244.1809079125,187551.81536756802,187860.38609701107,188168.5226497812
0,KS,4bedroom,250505.08646572253,250791.35475738483,251066.16964532106,251290.55976345684,251440.42239433478,251513.53273705,251533.9203576442,251541.49861738126,251572.6933963546,251649.04800593827,251765.41338812743,251895.73470179838
0,KS,5bedroomOrMore,312809.2235841821,313480.9000629181,314102.6066453721,314592.38165727817,314923.7144998696,315137.42331436224,315324.11977101816,315584.35137362865,315987.4245475554,316540.6863070552,317187.5257980672,317831.87481071695
0,KS,AllHomes,190240.33841000643,190547.00115888304,190883.92916244915,191171.6697125154,191468.45550588547,191758.5588427462,192073.3995437599,192388.8522179921,192700.51061791845,192991.006332794,193270.5758504557,193548.9864784572
0,KY,1bedroom,115723.44055302165,116373.60480163715,116847.88454566585,117341.12936347967,117822.47920458189,118290.199509021,118739.70100786074,119178.61334849708,119603.2374792115,120016.64870832823,120417.74659880565,120808.15747756486
0,KY,2bedroom,113314.00090881441,113721.27120501605,114078.61228884356,114419.6532332982,114749.63223383424,115074.84270352237,115393.52133057226,115704.33056039692,116006.86927665214,116301.69912312138,116589.43300037477,116870.44166448314
0,KY,3bedroom,150703.73339990096,151185.5261499321,151624.12208202298,152036.89840064454,152443.1095689601,152833.22939653168,153205.0332434,153569.26451494542,153934.15444917808,154298.12884073396,154654.05800782246,154996.46989602267
0,KY,4bedroom,213993.66059634567,214584.69830174776,215117.13637458862,215615.7232841062,216096.4155538845,216546.66781694506,216986.53908171866,217437.53444112107,217894.02452420333,218338.41007942206,218757.63630236743,219150.12545922556
0,KY,5bedroomOrMore,294071.2032769062,294709.7004329028,295282.02895989723,295808.2645822492,296369.87808170525,296980.6620971525,297549.5817839448,298058.1638575621,298565.7605037246,299117.35708836495,299657.20494005794,300145.37786292844
0,KY,AllHomes,152059.5265141555,152531.22984245178,152971.2539847042,153377.93310278177,153758.44444470562,154111.31266587044,154450.23789215018,154794.62930059235,155149.63758567386,155503.0639286242,155837.41062479268,156144.22686909864
0,LA,1bedroom,123898.90777486311,124031.3592135395,123980.80844894233,124020.81865077076,124068.53806389432,124088.38510021537,124135.99051863526,124172.4193808756,124192.64468962373,124225.98294458883,124258.74780105521,124284.04504945963
0,LA,2bedroom,123448.51598363587,123691.8695717936,123899.10640703485,124117.38274439893,124285.16119974133,124407.9373161717,124542.93405519634,124713.57320096105,124876.90552619756,124993.12654676974,125085.48374526313,125201.71174935
0,LA,3bedroom,153900.1647989296,154213.90857948444,154511.36368471087,154780.53017780275,154967.7955921857,155123.00576080143,155319.54415787608,155563.38610394023,155799.64716054877,155984.94329589378,156133.40750493295,156290.80573467273
0,LA,4bedroom,232974.42319648137,233209.3844092484,233457.99409234303,233667.3585251926,233896.6133023932,234092.2385596731,234301.20087694976,234486.99321661558,234676.2733424666,234853.51761234552,235025.27407603725,235193.64635753722
0,LA,5bedroomOrMore,322834.2881996675,323241.3881013014,323639.98750230955,324039.08622085344,324432.5458328715,324824.6074248686,325216.44156672264,325605.1708959022,325993.73099792504,326381.5982722317,326767.22289237514,327153.2748589283
0,LA,AllHomes,158720.94917830633,158976.9691438703,159190.02420665248,159432.87624769664,159635.85759774,159832.46226701926,160060.27611058907,160286.70372405354,160485.151295612,160659.6186623604,160820.73900799933,160980.10514504733
0,MA,1bedroom,273264.8304706196,274132.0686227921,274816.3373071355,275478.6229692492,276088.1648643206,276661.36791423167,277208.8545344683,277731.3878295627,278221.76193174603,278691.7075408565,279139.10858253215,279561.2200618123
0,MA,2bedroom,344951.48656519654,346161.2718118335,347197.9529902916,348148.25918080605,349095.7297639245,350061.827777244,351021.944656014,351917.91096557776,352700.4226809893,353367.451188831,353946.76892318384,354490.24070570525
0,MA,3bedroom,427236.176955221,428392.50496060774,429388.66150830704,430361.1689727215,431298.7342767515,432181.1166634571,433009.6904574451,433803.080376832,434556.27849774377,435276.8778957109,435961.32327962085,436619.0697412926
0,MA,4bedroom,536423.515672718,537473.7146786391,538412.2348505289,539265.3148772423,540109.032491158,540966.7689821565,541846.5043396883,542700.0592719403,543486.2200789936,544170.9030143963,544767.7188916918,545313.2126656743
0,MA,5bedroomOrMore,663756.631763167,664836.0616584765,665812.6895104247,666693.7975301838,667504.4448786825,668329.1401072895,669173.615774221,670037.7328714785,670846.7603267459,671585.7195549848,672238.0236615434,672868.2052680666
0,MA,AllHomes,445726.3562235745,446876.7514659326,447882.67725154734,448819.3970255856,449701.8192586972,450596.0765149622,451482.29921449046,452321.30959636916,453105.67505232914,453790.4371360889,454416.3333307357,455002.3089034458
0,MD,1bedroom,250618.528637833,250957.12195277915,251253.33707315527,251523.0626646809,251795.91397023542,252061.59150311223,252324.52942177028,252564.29020375837,252788.2655494218,252984.6133774069,253168.1210154277,253330.44069785508
0,MD,2bedroom,238220.4930961928,238669.64498145378,239025.80780226385,239396.68618373576,239732.8931040927,240028.8128754873,240311.40140628305,240559.6149771558,240789.57888737123,240991.23463158947,241175.98588761548,241334.64397153867
0,MD,3bedroom,321089.1159555723,321478.24379053165,321801.3672843056,322118.43148845655,322410.016727578,322663.60207481775,322897.2263258093,323104.72882678534,323289.66112385085,323450.41467397776,323592.54847998015,323712.4931037069
0,MD,4bedroom,419246.2910934742,419613.5553428935,419946.8473562179,420271.2530058742,420572.08944627875,420835.5438437204,421063.12486313534,421277.9969341513,421477.2906745655,421651.6265824494,421793.77313292044,421920.74169700406
0,MD,5bedroomOrMore,520661.6372340681,521011.50663694437,521362.7222777003,521661.29177600995,521972.3619241578,522229.69062459335,522490.532017465,522697.0362525606,522917.8927226504,523092.81201098196,523278.1329840752,523410.3253206918
0,MD,AllHomes,357582.4497803936,357940.41738172434,358248.2843343293,358554.96005184064,358830.5431389921,359067.37595825054,359299.18275293865,359499.1391875076,359677.0394164725,359839.8804660402,359981.57906079094,360102.9153898719
