State,Room Size,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28
IN,2bedroom,98165.01058585748,98164.3851394457,98010.1944091861,97913.3877609554,97862.13144078896,97861.1001537306,97913.25222096371,98009.90663967952,98243.65960749637,98705.19085932699,99357.27404289688,100025.11169364348,100518.30383111273,100693.40867541695,100639.36000660066,100618.52442793832,100610.00974763274,100618.62044404027,100652.90497937257,100742.43175911892,101003.14124426564,101538.69614398354,102275.07972540411,103028.94613379828,103613.46987224834,103847.80273437776,103832.8052369467,103842.48170860895,103854.6978386041,103874.82145029466,103913.01007503344,104007.22844964865,104278.61060309016,104833.77883685086,105591.16144913566,106365.76336822305,106971.63150266297,107220.14586786843,107214.75460125823,107231.97375212809,107249.45902980892,107272.73823113079,107312.3408831169,107408.02510271998,107682.03934339664,108241.64617540341,109003.69885121587,109782.86688963656,110393.39004197266,110645.02092219354,110641.75810049921,110660.65092395178,110679.31489875593,110703.3146822645,110743.26064855163,110839.29027689369,111113.88815081073,111674.45289881976,112437.50753917391
AZ,2bedroom,228401.27538844693,229537.7078478434,230859.58642129015,232280.92844698433,233862.51068576064,235261.54024607927,236766.6570083494,238315.63110669635,240161.13870111035,241913.51721059825,243640.8524268503,245577.2241253109,246704.42655688425,247877.68250196642,249218.65756437596,250644.774850671,252212.33342246735,253614.81188304792,255111.075586081,256646.25079322117,258446.9302940267,260166.00644946596,261862.388871446,263747.9989349012,264873.66839807184,266041.5119942814,267370.1447400765,268778.54998922383,270320.1542026485,271708.7462748328,273186.02542245924,274701.0706973771,276465.462461105,278156.0876044685,279826.4902558654,281675.8713571977,282794.1533548701,283953.1829916708,285269.750097952,286663.6426151284,288186.58366545866,289563.83415549266,291027.2880151159,292528.2202058592,294269.64150208695,295942.02847116743,297595.8443566715,299423.035950152,300535.70133928885,301688.47355645563,302997.0856233553,304381.76466665335,305893.25072985876,307263.30648474576,308718.24477006774,310210.57701746066,311938.43745343905,313600.0126364415,315244.0086993695
TN,2bedroom,142872.71334057648,143991.9740325869,145133.23718213858,146288.3143436027,147408.30640993285,148492.3721733819,149560.81771646807,150618.22599616164,151694.15533059888,152759.7471594366,153806.429597226,154812.39068675498,155824.04640229404,156840.98108152096,157853.2352791687,158863.2903163371,159883.75222449432,160914.28109817288,161948.9619381753,162986.5013490791,164018.7326280541,165052.15356850968,166076.1698457738,167110.30306777562,168154.22004537767,169198.86051259062,170246.08542499173,171295.47106572232,172342.8775741866,173387.82855625745,174431.54817890684,175474.34299047675,176518.31761089768,177560.34342352554,178590.37674953192,179616.68538233207,180651.66444237906,181688.60731418134,182726.1566343023,183764.67963527734,184804.59583004788,185845.46598600486,186886.57050234667,187927.7803136393,188968.40348546815,190007.93236632406,191036.1733540366,192064.45829760478,193101.71680380672,194140.60143301496,195180.63106764937,196221.9575898933,197263.759140357,198305.58636853154,199347.24889972672,200388.73627227705,201430.11796452632,202470.1727195598,203498.74775456166
MO,2bedroom,106286.51886910338,106639.10056764598,106977.61858697276,107314.41453507297,107670.46754415047,108016.45196165713,108356.28860831379,108685.35110996594,109012.21064234906,109348.91153215448,109659.19670367104,109973.36902841934,110280.97477682673,110586.91903872539,110891.94095234014,111194.76569479618,111495.1622650948,111792.0922486658,112085.43037536425,112375.08981895498,112661.63190685902,112955.04952892131,113235.25544273706,113514.71149094134,113792.21708915147,114067.94109655915,114341.01356773292,114612.88568472525,114887.58518133452,115158.3454630367,115425.83766012221,115689.03943288416,115950.10922243717,116219.43520953742,116473.64925372519,116728.7953137021,116981.7883693479,117233.73597470304,117484.0762894969,117733.69426792077,117985.74252384949,118234.59483476946,118480.74655581157,118723.34938251667,118964.22510961244,119213.66810583154,119448.95851403476,119685.4041012038,119920.28698881641,120154.51253604962,120387.44424356127,120620.06911699475,120855.70443277557,121088.48222952578,121318.92196188516,121546.12910599941,121771.98253915047,122006.7849667917,122227.67537769771
MD,2bedroom,212113.40864236437,212203.20065260527,212487.16288854333,212809.49421317125,213212.63509983593,213566.07478022063,213980.12799031695,214332.28642037234,214778.06615375,215379.59411610902,215799.702410636,216493.73289101914,216478.25540939704,216560.81685359686,216836.2407628121,217151.0209954871,217547.20012720616,217896.81002192706,218308.64564536003,218662.71684226193,219112.22154295948,219881.4373826566,220285.93747367273,220961.83109440768,220942.38678995185,221021.21062810067,221291.2671298746,221601.31564596444,221993.04841998627,222340.99461770672,222752.50353127587,223110.0519749934,223564.61211306133,224497.7258300492,224888.23198391518,225547.55339561717,225525.16597490959,225601.1691729739,225866.73576436532,226172.83184963124,226560.8186629771,226907.6548693823,227319.29473184625,227680.6135301546,228140.43046991812,229232.79814585377,229610.01416616337,230253.5142176303,230228.49460296135,230301.95987331343,230563.34797656207,230865.76740014442,231250.26052585046,231596.1439127041,232008.02069904382,232373.0935664172,232838.09524561494,234084.9756660457,234449.37251672134
WI,2bedroom,150261.10597372722,150802.6468037701,151337.72767647557,151866.01277506046,152389.4692504959,152915.16129330592,153434.9188949276,153959.50084256846,154484.48194821764,155045.25868949507,155551.352867282,156067.6350349041,156581.75192678795,157092.24390316446,157597.0956547654,158097.67252970376,158597.61126492108,159095.04027609903,159591.97121321163,160089.94480390768,160587.4013395526,161109.298767713,161583.24149346264,162055.95412580334,162532.430041546,163007.19039017134,163476.85826942648,163942.6102657466,164407.89783462023,164871.77682790003,165335.18098389072,165800.60840088216,166266.18927687014,166757.96727432695,167201.64066206577,167645.82860955005,168093.69585939942,168540.17645122166,168982.02771825448,169420.43758665308,169858.86862408541,170296.27120051638,170733.68407602614,171173.49699081646,171613.86487663505,172080.70982949444,172499.922535866,172919.91599431235,173344.03947806783,173767.17652945835,174186.06333339872,174601.8796749348,175018.08011749,175433.6193692156,175849.51855489172,176268.17227155826,176687.7264516576,177134.1096435913,177533.1861502018
MN,2bedroom,208673.6410461364,209663.4539862878,210603.72076665465,211537.5172058949,212482.64248717192,213409.42946504249,214337.05923010746,215263.57968540344,216197.98275538965,217153.70462655465,218052.9958303422,218936.28525620658,219807.865578573,220670.70804731024,221537.52062731306,222401.63728888117,223260.1287182433,224116.3376683914,224970.39836981663,225827.76966583423,226687.29219692922,227557.5631526177,228400.82311938854,229246.8067052024,230077.67968794127,230896.9573033341,231712.82846896435,232526.48252219957,233338.2529855478,234146.2389022561,234953.57176507,235764.5196797015,236579.51297646223,237407.8978892225,238205.56783807385,239003.93395421063,239788.64862004243,240563.12512006244,241336.25217841138,242107.960319345,242878.05151956325,243645.44013346726,244412.768661521,245184.47943328906,245960.73710281134,246750.75554433546,247511.41939571968,248273.86107747638,249023.1679519228,249762.7565820427,250501.39227229086,251239.19239693793,251976.03086892766,252710.6809795329,253445.85084557056,254185.94362774008,254931.15464738308,255690.70753775525,256421.3190243739
CO,2bedroom,326361.46553970553,326775.9582696668,327464.5670557239,328266.03984258237,329187.6940012284,330105.870519554,330921.3629889823,331712.9128614648,332710.38159123296,333978.36889955355,335112.7593588361,336334.47286894184,337171.8425275715,337591.7330970386,338284.5111360751,339089.3416370182,340013.50930905004,340934.08434484585,341752.21770315315,342546.3456991093,343544.60406305187,344811.72525680135,345946.01688024146,347167.0748833138,348004.5326555532,348424.53981781926,349117.4085864735,349922.31249491224,350846.53575384285,351767.1633028406,352585.3533760131,353379.5362700277,354377.813212817,355644.9193967089,356779.21104085847,358000.25761330023,358837.7186059731,359257.72934486775,359950.6009889285,360755.50726969994,361679.7324108984,362600.36166724504,363418.55343536654,364212.73790556425,365211.01562646363,366478.1218554695,367612.4137949334,368833.46038969787,369670.92166123027,370090.93265451054,370783.8045119544,371588.7109730526,372512.93626517075,373433.56565223506,374251.75753659155,375045.9421085098,376044.2199047909,377311.32618567016,378445.61817450356
AL,2bedroom,87941.9535068554,88766.90215475422,89560.53763156531,90372.40544836485,91192.17477839065,92008.37472737647,92793.1911004694,93550.21642098796,94294.34940027539,95018.54988933292,95722.19219172744,96379.27300022,97042.65004669777,97707.82364285346,98384.30779590228,99055.19751980621,99725.21838378553,100402.98342684377,101089.36938604548,101784.56845707075,102480.92336421386,103186.95173412233,103883.14555187362,104588.67387418228,105300.39826422559,106011.33792803179,106721.08608495267,107432.22905783221,108145.07606255886,108862.34910384586,109576.5092732534,110288.74615296385,110998.01860597095,111708.28084053649,112405.56341725634,113095.78540149669,113792.23319397133,114488.65376034121,115187.5502926803,115885.79190856672,116584.98323180003,117289.57422951488,117994.49447652286,118700.64100074215,119405.03201434897,120112.9602707468,120808.83175134394,121502.45201865945,122202.28972778656,122901.87837727519,123602.86760372976,124303.80349949203,125005.9107182375,125713.13237976766,126419.67400144303,127126.51842329848,127831.25309052793,128538.77813336659,129233.97605587606
SC,2bedroom,128399.47951053835,128959.12280722032,129453.99971621452,129940.47451628557,130428.35507098849,130919.88279694963,131402.2440659858,131878.31146684906,132359.68926233094,132861.642204154,133344.97717909823,133775.6640608294,134216.72956696388,134645.89257948857,135093.71609750178,135547.1689310039,135994.56171443782,136445.32894265692,136883.3876699905,137320.07566294886,137749.92621938855,138195.9734083337,138606.26070244613,139025.92654168553,139450.58841814467,139877.44528509493,140299.35653626654,140723.4787759757,141144.36871804376,141569.35613785867,141983.29888100954,142395.0600870364,142804.13149906558,143231.2754603357,143628.2404237715,144017.1110199766,144413.11600377382,144807.77458724147,145204.9112350582,145605.79713132637,146003.16178901066,146404.93863208505,146795.70283833248,147185.0291655008,147570.95755078996,147974.90318588063,148347.52785268662,148717.6184229535,149094.68735885894,149471.89925390505,149849.87922294438,150231.60396060208,150610.32737782848,150993.79986609519,151366.6716770247,151738.30335302724,152107.15045036978,152494.43128782732,152851.11721744118
LA,2bedroom,111225.57656541992,111363.2546454354,111492.99835050174,111614.90169853257,111753.05609746913,111900.26549267164,112066.56963062623,112212.08572031169,112329.8335055359,112428.19268557146,112533.70321814262,112668.17296269126,112806.47967889752,112945.87326317056,113071.04224331654,113197.5287750287,113324.01285775974,113456.52838370648,113591.25628252907,113726.87936333424,113856.69575200918,113988.19064810978,114120.37550896092,114258.57659945832,114398.7101177036,114537.7863026027,114663.4762382186,114789.32563089197,114917.2781779446,115051.66116881516,115190.43581546398,115327.3204638691,115455.57595718377,115582.80156941258,115711.55023227759,115849.26845473328,115989.16499132937,116128.28067226327,116253.90263282605,116379.83334891126,116507.59648145795,116641.73885540338,116779.99256586921,116916.71472517755,117045.1709534395,117172.94583203997,117302.1365884239,117439.91690509878,117579.84390825903,117718.95448838313,117844.58518243708,117970.50542516819,118098.29292393659,118232.46625443,118370.78699248373,118507.53005764366,118635.96045506936,118763.66465649991,118892.7985263563
KY,2bedroom,95228.61880079668,95556.74126522375,95870.33452260168,96184.5935779213,96494.01298080264,96804.54926042094,97119.52585601322,97437.1541853701,97759.28610286952,98098.8497651938,98458.76891121971,98814.83126111244,99174.197237352,99529.3107206186,99889.34160520244,100248.27805247164,100608.35294847647,100967.23687790179,101325.48956376461,101683.1295363209,102037.91338216183,102386.94643053271,102726.38836823654,103067.95807835717,103412.1961344994,103756.24138873014,104097.86583045017,104439.06064889647,104779.13844020301,105118.89673437622,105459.93822397136,105801.5994717059,106143.18253398374,106487.76395054511,106834.0560225053,107180.21794806547,107529.28849581105,107876.63473149492,108224.3299799232,108571.34525129406,108918.09519898605,109264.19730759617,109610.86067402465,109957.67922123814,110303.37177667994,110648.76146729206,110991.59728953462,111335.15558848441,111681.53236481274,112026.76331979531,112371.29854207949,112715.248795218,113058.61283844685,113401.4534809957,113745.12835437688,114089.13425875094,114432.41011989709,114776.62945624706,115119.90479537555
OR,2bedroom,299782.3141015668,300407.3969523842,301269.7907433484,302138.0411713591,303189.794818304,304229.90198257065,305590.0210472212,306725.33821939834,307842.6234715243,308841.5275011811,309960.8521043158,311400.67969577404,311984.96515507164,312634.6212473606,313518.7146758537,314406.66173061193,315474.96706416935,316529.7440430125,317900.936289737,319047.4391845495,320174.8817491438,321183.8961177839,322311.0348853642,323755.6824394179,324346.6166908891,325002.237019802,325891.6862299889,326784.4673004276,327857.07540674246,328915.7196251911,330290.3000934437,331439.9119695553,332570.1604193934,333581.7474776734,334711.1462297347,336157.72985076136,336750.5140957123,337407.80072715064,338298.7510484926,339192.8855373554,340266.7111583527,341326.45235568937,342702.01721899223,343852.51894228003,344983.56967490277,345995.8819034476,347125.93165348185,348573.0975000852,349166.41134184203,349824.1753040736,350715.55586021795,351610.0781856842,352684.25329857593,353744.309512618,355120.15813715186,356270.9157627597,357402.1971787569,358414.7174404949,359544.95459433575
OK,2bedroom,64340.81643025992,64743.97393285506,65080.92987603474,65387.19004771539,65667.17194980088,65964.47099607978,66281.34768035951,66569.61534552439,66848.10350601588,67073.7708085719,67327.77373638743,67542.18206394429,67768.42957120514,67976.56465020249,68201.12659148441,68427.92327738572,68655.30120512232,68872.14212202893,69077.56690738666,69285.79636796574,69492.68335232741,69711.84091524118,69917.38949330137,70129.46660120145,70338.7628463128,70546.79714898225,70744.71770138326,70935.96041823209,71120.91894846059,71307.90565578961,71497.05147151121,71680.1744204648,71861.23379328857,72033.50415234381,72209.25230198923,72377.06260146575,72549.24109127832,72715.98117327514,72883.85438426804,73049.92341698291,73213.77840162943,73376.7207807886,73538.45451518304,73698.73804106198,73858.57392095677,74018.44492264489,74176.93400757281,74333.84518171594,74493.7111885207,74650.72291618606,74805.89506666959,74958.5226139752,75108.4400222997,75259.41257340283,75411.25760669603,75560.8592464959,75710.24049809913,75857.27454150592,76005.40019068102
CT,2bedroom,187954.7912037633,188139.3667274934,188267.3371995236,188438.09219235447,188535.251920226,188814.12501143425,189024.4180942979,189270.47884479805,189453.87741165713,190029.7028234058,190551.05274022755,191148.29420618562,191536.5869055045,191721.15839796717,191845.1345008815,192014.3029773612,192107.17673331697,192387.10457744056,192595.37367495464,192842.37400526472,193022.5387244489,193605.32518931883,194128.53750560354,194731.00154791615,195120.2023590947,195305.92697598753,195431.39686615363,195601.59533642948,195695.72274712572,195976.10206085525,196185.1319599202,196432.43076013497,196613.37161058115,197195.55347262335,197718.77772709046,198320.7774525493,198710.041778034,198895.76996413537,199021.17538298134,199191.34962408151,199285.40675487134,199565.80576244797,199774.80300553405,200022.1190218759,200203.00630901332,200785.30683362024,201308.5633838936,201910.65210293277,202299.93235802295,202485.68052835332,202611.111617237,202781.30362212652,202875.38224535118,203155.78913486406,203364.79945253805,203612.1206929294,203793.02125419723,204375.31168111312,204898.5685400838
IA,2bedroom,106315.78945465802,106517.60257772834,106671.37060494197,106827.9356794854,106980.82189185139,107166.75094369185,107343.22585586728,107512.77818090527,107690.06898395404,107879.41978937508,108096.29230802467,108308.38815755333,108509.75589995176,108694.01400198345,108892.16764615188,109086.99494465436,109280.34909222121,109461.39880052287,109642.49476015907,109822.59245149657,109994.49860230004,110169.45688526527,110327.3845677137,110488.90220928252,110661.3319039373,110837.38152977441,111004.846548806,111171.8076422857,111336.99814379579,111507.25951521799,111674.51619700997,111839.03563025808,112001.73793165166,112171.27410560552,112340.7697719487,112511.14028685875,112684.75384703066,112854.64244406032,113024.66427255995,113193.47221667971,113360.94734508464,113527.34313886725,113692.17187030916,113855.20123357761,114014.32146614515,114179.13747831655,114337.85019038856,114498.69666002913,114665.87871174385,114832.29856475792,114995.82919368081,115158.62275290316,115320.12511461828,115483.03307123767,115644.02817431398,115803.05679757739,115959.1295121245,116121.48960012088,116280.16383874124
MS,2bedroom,81949.88898595532,82046.4251986744,82145.71411369076,82244.04196859086,82347.1351345819,82449.5721440995,82555.11401361994,82664.11010193352,82785.13611263508,82913.28428904348,83000.91642215876,83086.07736767449,83176.4278029989,83258.63423780956,83342.36722374352,83424.82935786512,83512.1369503913,83603.4527656078,83698.42662747367,83800.34365479746,83915.70406015063,84040.9953619489,84127.87933403322,84211.78665832883,84301.01381455798,84382.4374548273,84465.32266421297,84546.92112184486,84633.3699236889,84724.08080344537,84818.47996865651,84920.012054122,85035.06440662459,85160.20036918737,85247.04364938237,85330.8828141685,85420.04890164107,85501.42998502387,85584.26910674831,85665.8206133337,85752.22273025602,85842.9007250708,85937.26864930276,86038.77980903779,86153.81541558335,86278.94293379846,86365.78400194284,86449.61946153583,86538.78222927704,86620.1609992449,86702.99761562159,86784.54656992615,86870.94614903486,86961.62235620934,87055.98858216767,87157.49860437064,87272.53330059854,87397.66035977512,87484.50130767142
AR,2bedroom,101248.92508328122,101810.12256671775,102342.91781439184,102860.39055869551,103317.56159909513,103751.78560142402,104148.9246684348,104589.83213034284,105000.54798300574,105397.20004964576,105706.61034749988,105986.09733560936,106260.84087157979,106537.90486021522,106812.93829281807,107083.23406218742,107355.31516913426,107624.17773333093,107893.44722235954,108150.60513655034,108407.83210953814,108660.98970512862,108911.41963390891,109166.22959324943,109415.00410267939,109662.16199586334,109906.7287379478,110149.99304754872,110383.65510843972,110614.20001299295,110839.92760216782,111074.14046783787,111304.58604656042,111532.51256082841,111738.12037278835,111942.32511456196,112144.44185114278,112349.40667387709,112555.08982882378,112761.46442417572,112964.19768968958,113166.38429397743,113367.65357235157,113573.92466926885,113779.64540905945,113984.42184517386,114174.25000937346,114366.06101129332,114556.33463988779,114749.75887544762,114944.430688205,115140.6008653865,115332.74049836329,115524.8139782584,115716.00346405359,115914.22576131666,116111.98636934726,116309.28955936802,116490.4503638052
KS,2bedroom,79122.7926806901,79280.40581498826,79413.05899682952,79512.44360653048,79605.30952991688,79694.66862717185,79788.51747805366,79899.16404174549,80000.68700564282,80091.58416575023,80151.83320764634,80220.34197506297,80306.19405036475,80395.69688529233,80489.41764744361,80589.9887109149,80692.49674854046,80798.29203042413,80904.17847900347,81010.57082916255,81123.06005265543,81243.50555113368,81351.59151186072,81457.4926839325,81564.44092540884,81668.2262417177,81769.58187708574,81868.17586812151,81966.98389171259,82067.67156890631,82169.80222263749,82276.74764556841,82386.06188021244,82498.71844061147,82594.45104326554,82690.70336540972,82792.17748365572,82892.2479008073,82991.5979229056,83090.64158131792,83190.34928733464,83292.30340276177,83395.36493157466,83502.15383264197,83612.26118033852,83726.88414813926,83825.74312094215,83924.4375824947,84027.29628697567,84128.30605829034,84228.16262685062,84327.09063673666,84426.56895931854,84528.20097221328,84631.02573273005,84737.85383057248,84847.75964547881,84961.8835924425,85059.94941388394
UT,2bedroom,277423.6736772148,278257.5597683369,279477.6591984855,280592.0564350863,282067.7354328294,283562.9793009946,284850.5070268118,286073.15125529974,287210.93922671874,288714.020921762,290015.92143851763,291562.4356412439,292568.12932901847,293407.0473852159,294621.3660217469,295738.2478314,297203.0085110072,298689.63452731085,299980.1442949878,301210.160861467,302360.0635958587,303859.80586384854,305167.88388927147,306710.0578101918,307729.407316803,308584.88454614714,309807.4148662789,310935.62593059294,312402.4070682494,313891.1524524162,315189.50805299915,316429.0350478981,317590.45309896435,319092.00971306185,320406.9129273202,321949.2803749092,322978.95024274464,323846.10170857154,325075.12675212935,326211.406627911,327680.59522910835,329171.62427354045,330475.4602319631,331721.3100062133,332890.11196335184,334393.27935123007,335712.6445413488,337255.5234137644,338291.57242643,339165.8451020468,340398.9171852212,341540.1288597549,343010.9048582718,344503.42238037137,345810.59516007616,347060.2555913482,348233.47288653214,349737.6629371253,351059.7076106454
NV,2bedroom,224082.69264209995,224243.3559601299,223942.01107187034,223312.04960660407,222688.73660708815,222552.20923674837,222975.97458348202,223776.12024387773,224462.542556182,225977.26752646733,226788.72286731825,228361.40544482484,228553.0908620725,228627.28985251972,228267.13691492824,227598.301165969,226936.9860436252,226734.79015933018,227059.1028867998,227735.1272405584,228301.95065606927,230182.7968847492,230885.76748432458,232313.43217219124,232438.643143637,232454.3072238661,232058.76062757385,231370.80887404163,230689.28062873904,230439.61315467063,230683.73257083388,231255.4362475856,231720.94176332525,233948.35356213292,234558.30903339142,235858.37190801746,235927.84694711817,235894.46765172397,235470.69351121102,234769.0511618743,234072.36808761136,233781.95286399042,233954.72738583447,234432.47244296334,234806.51621471424,237356.17604946994,237881.87772055157,239065.5258319975,239084.8360070382,239007.32473536037,238558.52224228723,237845.16723049484,237135.31167168348,236807.97523569316,236915.46534958886,237306.95096673933,237596.9771699427,240444.93266527657,240893.16850400806
NM,2bedroom,166635.597482624,167694.15051480016,168572.27758857235,169343.9304474782,170206.41110347124,171103.64159739984,172264.97427759072,173347.87682773874,174422.0897244412,175385.6979953007,176305.8150854734,177121.11129827902,177885.61387724965,178700.91739623278,179638.16302162726,180634.00645321648,181577.6732874993,182495.5193783739,183278.68900861038,184107.80830229752,184947.6509815087,185840.44441691408,186760.28597238933,187726.30009058447,188699.33087038063,189636.1322231427,190535.21130237103,191405.73779052467,192299.65046750958,193199.7668577484,194175.85873290576,195132.24118601333,196089.12691895216,197012.61305713828,197925.92408953412,198805.69171667873,199661.975400136,200528.027800589,201440.71822573934,202370.91728467672,203284.62515998195,204187.65438388014,205055.4328476647,205938.21166403737,206826.9227826953,207727.87205533937,208638.33688346916,209557.39174348034,210469.1024074634,211366.31787962685,212265.64600000656,213158.18523234557,214055.32486060567,214950.73224904737,215869.6637181371,216785.2928052515,217704.01621030757,218610.90303857217,219516.93473795676
WV,2bedroom,68227.38301458741,68247.85699699068,68275.77381144566,68320.70115714632,68373.86467301809,68446.80571069433,68517.57749816432,68621.29573064066,68728.11418985252,68843.30260624041,68943.27104701141,69042.95353732274,69144.7485250968,69245.06863784492,69349.481314475,69455.12042838684,69560.50253218679,69666.28362296562,69770.63104315916,69873.8584155944,69975.567057819,70076.2548391187,70167.43335027152,70256.52527346982,70347.84524336224,70439.55751919498,70535.08646759973,70633.75543849246,70733.01026197844,70835.39180699657,70935.85393425486,71040.48039497416,71144.10200024293,71248.0433410104,71341.37793403886,71432.78910231,71526.30179218529,71619.81305997414,71717.11461932224,71817.1842355519,71917.65395388998,72020.76455809743,72122.0036452776,72226.5152883776,72329.91677996248,72433.4011272408,72526.44453119871,72617.52632662482,72710.7210390501,72803.971230646,72901.00982357645,73000.87235721054,73101.1612967065,73204.16736100728,73305.29130821714,73409.83169816017,73513.27736050029,73616.84320166562,73709.93971213122
NE,2bedroom,129941.09185345283,130500.25060576267,131054.81044346295,131602.02613438282,132125.63676310473,132676.1688591814,133216.26616508668,133784.27468864992,134360.73411858783,134910.7230755541,135379.3724383319,135829.90001396037,136293.81589097372,136756.68009050496,137208.78203017885,137658.05441100182,138107.61996133075,138547.05897623062,138987.0463674374,139414.71883554952,139839.74603488497,140271.9798554855,140705.17122515576,141135.9180537089,141564.98792030674,141995.45997896336,142419.14985305886,142839.8254893924,143253.08006108727,143672.02079090042,144088.71947968326,144510.07703079592,144934.46877425115,145354.40529783408,145744.8097873585,146128.0050757465,146516.61410719802,146906.91405381006,147290.10211530427,147671.52860054953,148049.67051870003,148428.5130636285,148807.29415618515,149185.24854757878,149565.09327266566,149946.01896225646,150310.2040588899,150670.00306051443,151033.4330985992,151399.37900958362,151759.2555884599,152117.7804050467,152472.29505920515,152830.29129304044,153188.2170106797,153548.2515764121,153911.4148201545,154274.29659136225,154616.25259175024
ID,2bedroom,228275.0017132163,229947.38554103192,231278.26919677062,232730.2818480297,234518.74068744035,236448.1718631164,238327.67535651746,239920.4345726221,241613.28148964694,243272.3529274522,245213.95328498702,246967.27152252072,248545.53490575723,250203.25063813664,251544.7579644599,253000.1537583187,254768.3117854153,256668.04400662213,258523.947608307,260116.19252937776,261802.21587042755,263458.31313189777,265375.6164151387,267120.0489473366,268695.42747032864,270350.8651022353,271702.2401027754,273163.1038359972,274924.0102197683,276811.183232791,278657.2387973453,280251.11694626685,281935.2445687697,283591.16946566623,285497.1619161555,287238.0040827653,288812.7175540083,290467.67438573844,291824.6862641594,293288.84172426886,295046.4448704161,296927.53018032806,298768.8331653402,300363.79695281264,302047.16291824693,303703.17667337816,305603.5219697365,307342.6503812805,308917.129633887,310571.93006691395,311931.90680560016,313397.81341070565,315153.7778218913,317031.78893557,318870.6948464023,320466.24760503165,322149.25073554856,323805.33325526566,325702.80402017705
HI,2bedroom,497804.5140664415,497728.83074959985,497648.46549656434,497747.1241151427,497722.2477186171,497603.64362616435,497652.4962214301,497641.7891536161,497475.46481829806,498879.46478240326,498631.2939202579,498348.7991154196,498564.0779281829,498607.6266081732,498641.31568312173,498808.7944228622,498850.99312547134,498786.8597467545,498816.59954669775,498735.7577125946,498432.79738729773,501139.9273745006,501022.06121549883,500885.7100002938,501170.69400900975,501311.71207927907,501438.1973437259,501661.76104384626,501758.40156015527,501738.4133111427,501753.0365024538,501615.98750025243,501203.3111233557,504958.01607494435,504944.94738044904,504926.1082505256,505267.14908521256,505486.53361242806,505687.62334013334,505956.2781117142,506096.68628593325,506112.18712382007,506114.6617993304,505932.4336066945,505431.5654038128,510028.3436755755,510099.51494545204,510175.1359911661,510561.2372769332,510843.61532441486,511104.67450812046,511409.5749371556,511585.1649407985,511629.19302288373,511621.9023826688,511403.35780936596,510831.5983614684,516105.26066041144,516244.146569344
ME,2bedroom,223918.69556110963,225056.40304104472,226229.22746322668,227270.42448371483,228378.1283131002,229611.6220709787,231062.5252897835,232569.8478844246,234157.73550935165,236010.3106671629,237865.47360160935,239877.39959572788,241131.89585007876,242308.26707716595,243514.62683592187,244592.64183289773,245731.03078840545,246986.42798986012,248447.47637110195,249960.37740799066,251550.85057000382,253389.71074185905,255230.67087853266,257221.5561134097,258479.9931015188,259659.62101103872,260868.69825945015,261950.5963772995,263092.00654533453,264348.9605735272,265809.4353590777,267321.1036126112,268909.98188147915,270744.0645623505,272580.3550337431,274565.32332575956,275823.249208693,277002.3704099587,278210.9593832381,279292.73068771465,280433.9373182162,281690.47321932565,283150.1653635618,284660.98593679053,286249.00570119015,288081.62028817664,289916.5168026981,291899.87536148966,293157.36608599656,294336.0893055396,295544.3164099635,296625.8303401667,297766.78901567985,299023.0546451878,300482.4202477651,301992.9185897697,303580.6298198637,305412.82222000125,307247.32472918095
NH,2bedroom,231167.56188861275,232292.09465960914,233443.09493219943,234602.85029184027,235476.45202080076,236461.64068463756,237516.6184537667,238789.77332734337,240100.33898482777,241458.63589354328,243028.97104502597,244775.7316709988,245623.90807574338,246788.18575910083,247973.91126803966,249163.3347365564,250077.20384662395,251095.16731373628,252177.47803431834,253464.2879516709,254787.58170672946,256156.16724829288,257727.94493051295,259466.32120775606,260323.58764604945,261494.9294158565,262686.8811429943,263881.70482558454,264802.2322537985,265825.73512604076,266912.74973936187,268202.35089594976,269528.2183445392,270898.9693184631,272471.6658411849,274209.59223950777,275068.65456108947,276241.46721189225,277434.7273343133,278630.7034806625,279552.5073516248,280577.10060675786,281665.06067286327,282955.32333866064,284281.7953578725,285653.07147728343,287226.10539312963,288964.16751125193,289823.6435188759,290996.80991927814,292190.3869670997,293386.64555960894,294308.73572266253,295333.57935341296,296421.76040509273,297712.19728270546,299038.82762875996,300410.2440239255,301983.38657733
